icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License

2776,2/22/2024,2/22/2024,2024,ICSA-24-053-01,Delta Electronics CNCSoft-B DOPSoft,Delta Electronics,CNCSoft-B DOPSoft,The following Delta Electronics products are affected: CNCSoft-B v1.0.0.4 DOPSoft: versions prior to v4.0.0.82.,CVE-2024-1595,7.8,High,CWE-427,Critical Manufacturing,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2775,2/20/2024,2/20/2024,2024,ICSA-24-051-01,Commend WS203VICM,Commend,WS203VICM,Commend reports that the following versions of WS203VICM video door station are affected: WS203VICM: version 1.7 and prior.,"CVE-2024-21767, CVE-2024-22182, CVE-2024-23492",9.4,Critical,"CWE-88, CWE-284, CWE-261",Commercial Facilities,Worldwide,Austria,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2774,2/20/2024,2/20/2024,2024,ICSA-24-051-02,Ethercat Zeek Plugin,CISA,Industrial Control Systems Network Protocol Parsers (ICSNPP) - Ethercat Plugin for Zeek,"The following GitHub commits (versions) of ICSNPP - Ethercat Plugin, a plugin for Zeek, are affected: Industrial Control Systems Network Protocol Parsers (ICSNPP) - Ethercat Zeek Plugin: versions d78dda6 and prior.","CVE-2023-7242, CVE-2023-7243, CVE-2023-7244",9.8,Critical,"CWE-787, CWE-125",Multiple Critical Sectors,Worldwide,United States,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2773,2/20/2024,2/20/2024,2024,ICSA-24-051-03,Mitsubishi Electric Electrical Discharge Machines,Mitsubishi Electric Corporation,Electrical discharge machines,Mitsubishi Electric reports that the following electrical discharge machines are affected by this vulnerability in Microsoft Message Queuing service: Wire-cut EDM MV Series MV1200S D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MV Series MV2400S D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MV Series MV4800S D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MV Series MV1200R D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MV Series MV2400R D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MV Series MV4800R D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MV Series MV1200S D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MV Series MV2400S D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MV Series MV4800S D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MV Series MV1200R D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MV Series MV2400R D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MV Series MV4800R D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MP Series MP1200 D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MP Series MP2400 D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MP Series MP4800 D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MP Series MP1200 D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MP Series MP2400 D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MP Series MP4800 D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MX Series MX900 D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MX Series MX2400 D-CUBES Series Standard system BRD-B60W000-**: all versions Wire-cut EDM MX Series MX900 D-CUBES Series Special system BRD-B63W+++-**: all versions Wire-cut EDM MX Series MX2400 D-CUBES Series Special system BRD-B63W+++-**: all versions Sinker EDM SV-P Series SV8P D-CUBES Series Standard system BRD-M60W000-**: all versions Sinker EDM SV-P Series SV12 D-CUBES Series Standard system BRD-M60W000-**: all versions Sinker EDM SV-P Series SV8P D-CUBES Series Special system BRD-M63W+++-**: all versions Sinker EDM SV-P Series SV12 D-CUBES Series Special system BRD-M63W+++-**: all versions Sinker EDM SG Series SG8 D-CUBES Series Standard system BRD-M60W000-**: all versions Sinker EDM SG Series SG12 D-CUBES Series Standard system BRD-M60W000-**: all versions Sinker EDM SG Series SG28 D-CUBES Series Standard system BRD-M60W000-**: all versions Sinker EDM SG Series SG8 D-CUBES Series Special system BRD-M63W+++-**: all versions Sinker EDM SG Series SG12 D-CUBES Series Special system BRD-M63W+++-**: all versions Sinker EDM SG Series SG28 D-CUBES Series Special system BRD-M63W+++-**: all versions.,CVE-2023-21554,9.8,Critical,CWE-20,Critical Manufacturing,Worldwide,Japan,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2772,2/15/2024,2/15/2024,2024,ICSA-24-046-01,Siemens SCALANCE W1750D,Siemens,SCALANCE W1750D,"The following products of Siemens, are affected: SCALANCE W1750D (JP) (6GK5750-2HX01-1AD0): All versions SCALANCE W1750D (ROW) (6GK5750-2HX01-1AA0): All versions SCALANCE W1750D (USA) (6GK5750-2HX01-1AB0): All versions.","CVE-2023-45614, CVE-2023-45615, CVE-2023-45616, CVE-2023-45617, CVE-2023-45618, CVE-2023-45619, CVE-2023-45620, CVE-2023-45621, CVE-2023-45622, CVE-2023-45623, CVE-2023-45624, CVE-2023-45625, CVE-2023-45626, CVE-2023-45627",9.8,Critical,"CWE-120, CWE-20, CWE-77",Multiple Critical Sectors,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2771,2/15/2024,2/15/2024,2024,ICSA-24-046-02,Siemens SIDIS Prime,Siemens,SIDIS Prime,The following Siemens products are affected: SIDIS Prime: All versions prior to V4.0.400.,"CVE-2019-19135, CVE-2020-1967, CVE-2020-1971, CVE-2022-0778, CVE-2022-29862",9.1,Critical,"CWE-330, CWE-476, CWE-835",Multiple Critical Sectors,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2770,2/15/2024,2/15/2024,2024,ICSA-24-046-03,Siemens SIMATIC RTLS Gateways,Siemens,"SIMATIC RTLS Gateway RTLS4030G, SIMATIC RTLS Gateway RTLS4430G","The following Siemens products are affected: SIMATIC RTLS Gateway RTLS4030G, CMIIT (6GT2701-5DB23): All versions SIMATIC RTLS Gateway RTLS4030G, ETSI (6GT2701-5DB03): All versions SIMATIC RTLS Gateway RTLS4030G, FCC (6GT2701-5DB13): All versions SIMATIC RTLS Gateway RTLS4030G, ISED (6GT2701-5DB33): All versions SIMATIC RTLS Gateway RTLS4430G, Chirp, ETSI, FCC, ISED, IP65 (6GT2701-5CB03): All versions.",CVE-2020-11896,7.7,High,CWE-130,Multiple Critical Sectors,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2769,2/15/2024,2/15/2024,2024,ICSA-24-046-04,Siemens CP343-1 Devices,Siemens,"SIMATIC CP 343-1, SIMATIC CP 343-1Lean, SIPLUS NET CP 343-1, SIPLUS NET CP 343-1 Lean",The following Siemens products are affected: SIMATIC CP 343-1 (6GK7343-1EX30-0XE0): All versions SIMATIC CP 343-1 Lean (6GK7343-1CX10-0XE0): All versions SIPLUS NET CP 343-1 (6AG1343-1EX30-7XE0): All versions SIPLUS NET CP 343-1 Lean (6AG1343-1CX10-2XE0): All versions.,CVE-2023-51440,8.7,High,CWE-940,Multiple Critical Sectors,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2768,2/15/2024,2/15/2024,2024,ICSA-24-046-05,Siemens Location Intelligence,Siemens,"Location Intelligence Perpetual Large, Location Intelligence Perpetual Medium, Location Intelligence Perpetual Non-Prod, Location Intelligence Perpetual Small, Location Intelligence SUS Large, Location Intelligence SUS Medium, Location Intelligence SUS Non-Prod, Location Intelligence SUS Small",The following Siemens products are affected: Location Intelligence Perpetual Large (9DE5110-8CA13-1AX0): All versions prior to V4.3 Location Intelligence Perpetual Medium (9DE5110-8CA12-1AX0): All versions prior to V4.3 Location Intelligence Perpetual Non-Prod (9DE5110-8CA10-1AX0): All versions prior to V4.3 Location Intelligence Perpetual Small (9DE5110-8CA11-1AX0): All versions prior to V4.3 Location Intelligence SUS Large (9DE5110-8CA13-1BX0): All versions prior to V4.3 Location Intelligence SUS Medium (9DE5110-8CA12-1BX0): All versions prior to V4.3 Location Intelligence SUS Non-Prod (9DE5110-8CA10-1BX0): All versions prior to V4.3 Location Intelligence SUS Small (9DE5110-8CA11-1BX0): All versions prior to V4.3.,CVE-2024-23816,9.3,Critical,CWE-798,Multiple Critical Sectors,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
