icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
2800,3/21/2024,3/21/2024,2024,ICSA-24-081-01,Advantech WebAccess/SCADA,Advantech,WebAccess/SCADA,"The following versions of Advantech WebAccess/SCADA, a bowser-based SCADA software, are affected: WebAccess/SCADA: Version 9.1.5U.",CVE-2024-2453,7.1,High,CWE-89,Critical Manufacturing; Energy; Water and Wastewater Systems,"East Asia, Europe, United States",Taiwan,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2799,3/19/2024,3/19/2024,2024,ICSA-24-079-01,Franklin Fueling System EVO 550/5000,Franklin Fueling System,"EVO 550, EVO 5000","The following versions of Franklin Fueling System EVO 550 and EVO 5000, an automatic tank gauge (ATG), are affected: EVO 550: All versions prior to 2.26.3.8963 EVO 5000: All versions prior to 2.26.3.8963.",CVE-2024-2442,8.7,High,CWE-25,Critical Manufacturing; Transportation Systems,Worldwide,United States,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2798,3/14/2024,3/14/2024,2024,ICSA-24-074-01,Siemens SENTRON 7KM PAC3x20,Siemens,"SENTRON 7KM PAC3120, SENTRON 7KM PAC3220","The following versions of Siemens SENTRON 7KM PAC3120 and PAC3220, power measuring devices, are affected: SENTRON 7KM PAC3120 AC/DC (7KM3120-0BA01-1DA0): Versions V3.2.3 and after but before V3.3.0 only when manufactured between LQN231003... and LQN231215... (with LQNYYMMDD...) SENTRON 7KM PAC3120 DC (7KM3120-1BA01-1EA0): Versions V3.2.3 and after but before V3.3.0 only when manufactured between LQN231003... and LQN231215... (with LQNYYMMDD...) SENTRON 7KM PAC3220 AC/DC (7KM3220-0BA01-1DA0): Versions V3.2.3 and after but before V3.3.0 only when manufactured between LQN231003... and LQN231215... (with LQNYYMMDD...) SENTRON 7KM PAC3220 DC (7KM3220-1BA01-1EA0): Versions V3.2.3 and after but before V3.3.0 only when manufactured between LQN231003... and LQN231215... (with LQNYYMMDD...).",CVE-2024-21483,4.6,Medium,CWE-284,Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2797,3/14/2024,3/14/2024,2024,ICSA-24-074-02,Siemens Solid Edge,Siemens,Solid Edge,"The following versions of Siemens Solid Edge, a product development tool, are affected: Solid Edge: Versions prior to V223.0.11.",CVE-2023-49125,7.8,High,CWE-125,Critical Manufacturing; Commercial Facilities; Energy; Healthcare and Public Health,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2796,3/14/2024,3/14/2024,2024,ICSA-24-074-03,Siemens SINEMA Remote Connect Server,Siemens,SINEMA Remote Connect Server,"The following versions of Siemens SINEMA Remote Connect Server, a remote management platform, are affected: SINEMA Remote Connect Server: Versions prior to V3.2, SINEMA Remote Connect Server: Versions prior to V3.1.","CVE-2020-23064, CVE-2022-32257",9.8,Critical,"CWE-79, CWE-284",Critical Manufacturing; Commercial Facilities; Energy; Food and Agriculture; Healthcare and Public Health; Transportation Systems; Water and Wastewater Systems,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2795,3/14/2024,3/14/2024,2024,ICSA-24-074-04,Siemens SINEMA Remote Connect Client,Siemens,SINEMA Remote Connect Client,"The following versions of Siemens SINEMA Remote Connect Client, a remote management platform, are affected: SINEMA Remote Connect Client: All versions prior to V3.1 SP1.",CVE-2024-22045,7.6,High,CWE-538,Critical Manufacturing; Commercial Facilities; Energy; Food and Agriculture; Healthcare and Public Health; Transportation Systems; Water and Wastewater Systems,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2794,3/14/2024,3/14/2024,2024,ICSA-24-074-05,Siemens RUGGEDCOM APE1808,Siemens,RUGGEDCOM APE1808,"The following versions of Siemens RUGGEDCOM APE1808, an application hosting platform, are affected: RUGGEDCOM APE1808: All versions with Fortinet NGFW.","CVE-2023-38545, CVE-2023-38546, CVE-2023-44250, CVE-2023-44487, CVE-2023-47537, CVE-2024-21762, CVE-2024-23113",9.8,Critical,"CWE-122, CWE-73, CWE-269, CWE-400, CWE-295, CWE-787, CWE-134",Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2793,3/14/2024,3/14/2024,2024,ICSA-24-074-06,Siemens SENTRON,Siemens,SENTRON,The following Siemens SENTRON products are affected: SENTRON 3KC ATC6 Expansion Module Ethernet (3KC9000-8TL75): all versions.,CVE-2024-22044,7.5,High,CWE-912,Energy,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2792,3/14/2024,3/14/2024,2024,ICSA-24-074-07,Siemens SIMATIC,Siemens,SIMATIC,Siemens reports that the following SIMATIC mobile RFID reader products are affected: SIMATIC RF160B (6GT2003-0FA00): versions prior to V2.2.,"CVE-2017-14491, CVE-2017-18509, CVE-2020-0338, CVE-2020-0417, CVE-2020-10768, CVE-2020-11301, CVE-2020-14305, CVE-2020-14381, CVE-2020-15436, CVE-2020-24587, CVE-2020-25705, CVE-2020-26555, CVE-2020-26558, CVE-2020-29660, CVE-2020-29661, CVE-2021-0302, CVE-2021-0305, CVE-2021-0325, CVE-2021-0326, CVE-2021-0327, CVE-2021-0328, CVE-2021-0329, CVE-2021-0330, CVE-2021-0331, CVE-2021-0333, CVE-2021-0334, CVE-2021-0336, CVE-2021-0337, CVE-2021-0339, CVE-2021-0341, CVE-2021-0390, CVE-2021-0391, CVE-2021-0392, CVE-2021-0393, CVE-2021-0394, CVE-2021-0396, CVE-2021-0397, CVE-2021-0399, CVE-2021-0400, CVE-2021-0429, CVE-2021-0431, CVE-2021-0433, CVE-2021-0434, CVE-2021-0435, CVE-2021-0436, CVE-2021-0437, CVE-2021-0438, CVE-2021-0443, CVE-2021-0444, CVE-2021-0471, CVE-2021-0473, CVE-2021-0474, CVE-2021-0476, CVE-2021-0478, CVE-2021-0480, CVE-2021-0481, CVE-2021-0484, CVE-2021-0506, CVE-2021-0507, CVE-2021-0508, CVE-2021-0509, CVE-2021-0510, CVE-2021-0511, CVE-2021-0512, CVE-2021-0513, CVE-2021-0514, CVE-2021-0515, CVE-2021-0516, CVE-2021-0519, CVE-2021-0520, CVE-2021-0521, CVE-2021-0522, CVE-2021-0584, CVE-2021-0585, CVE-2021-0586, CVE-2021-0587, CVE-2021-0588, CVE-2021-0589, CVE-2021-0591, CVE-2021-0593, CVE-2021-0594, CVE-2021-0596, CVE-2021-0597, CVE-2021-0598, CVE-2021-0599, CVE-2021-0600, CVE-2021-0601, CVE-2021-0604, CVE-2021-0640, CVE-2021-0641, CVE-2021-0642, CVE-2021-0646, CVE-2021-0650, CVE-2021-0651, CVE-2021-0652, CVE-2021-0653, CVE-2021-0682, CVE-2021-0683, CVE-2021-0684, CVE-2021-0687, CVE-2021-0688, CVE-2021-0689, CVE-2021-0690, CVE-2021-0692, CVE-2021-0695, CVE-2021-0704, CVE-2021-0706, CVE-2021-0708, CVE-2021-0870, CVE-2021-0919, CVE-2021-0920, CVE-2021-0926, CVE-2021-0928, CVE-2021-0929, CVE-2021-0930, CVE-2021-0931, CVE-2021-0933, CVE-2021-0952, CVE-2021-0953, CVE-2021-0961, CVE-2021-0963, CVE-2021-0964, CVE-2021-0965, CVE-2021-0967, CVE-2021-0968, CVE-2021-0970, CVE-2021-1972, CVE-2021-1976, CVE-2021-29647, CVE-2021-33909, CVE-2021-38204, CVE-2021-39621, CVE-2021-39623, CVE-2021-39626, CVE-2021-39627, CVE-2021-39629, CVE-2021-39633, CVE-2021-39634, CVE-2022-20127, CVE-2022-20130, CVE-2022-20227, CVE-2022-20229, CVE-2022-20355, CVE-2022-20411, CVE-2022-20421, CVE-2022-20422, CVE-2022-20423, CVE-2022-20462, CVE-2022-20466, CVE-2022-20468, CVE-2022-20469, CVE-2022-20472, CVE-2022-20473, CVE-2022-20476, CVE-2022-20483, CVE-2022-20498, CVE-2022-20500",9.8,Critical,"CWE-119, CWE-20, CWE-311, CWE-732, CWE-440, CWE-287, CWE-787, CWE-416, CWE-326, CWE-330, CWE-863, CWE-667, CWE-1021, CWE-269, CWE-862, CWE-312, CWE-754, CWE-295, CWE-415, CWE-190, CWE-125, CWE-665, CWE-362, CWE-908, CWE-755, CWE-909, CWE-668, CWE-610, CWE-74, CWE-834, CWE-281, CWE-116, CWE-681, CWE-502, CWE-120, CWE-1188, CWE-835, CWE-191",Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2791,3/14/2024,3/14/2024,2024,ICSA-24-074-08,Siemens SCALANCE XB-200/XC-200/XP-200/XF-200BA/XR-300WG Family,Siemens,SCALANCE XB-200/XC-200/XP-200/XF-200BA/XR-300WG Family,"The following products of Siemens, are affected: SCALANCE XB205-3 (SC, PN) (6GK5205-3BB00-2AB2): All versions SCALANCE XB205-3 (ST, E/IP) (6GK5205-3BB00-2TB2): All versions SCALANCE XB205-3 (ST, E/IP) (6GK5205-3BD00-2TB2): All versions SCALANCE XB205-3 (ST, PN) (6GK5205-3BD00-2AB2): All versions SCALANCE XB205-3LD (SC, E/IP) (6GK5205-3BF00-2TB2): All versions SCALANCE XB205-3LD (SC, PN) (6GK5205-3BF00-2AB2): All versions SCALANCE XB208 (E/IP) (6GK5208-0BA00-2TB2): All versions SCALANCE XB208 (PN) (6GK5208-0BA00-2AB2): All versions SCALANCE XB213-3 (SC, E/IP) (6GK5213-3BD00-2TB2): All versions SCALANCE XB213-3 (SC, PN) (6GK5213-3BD00-2AB2): All versions SCALANCE XB213-3 (ST, E/IP) (6GK5213-3BB00-2TB2): All versions SCALANCE XB213-3 (ST, PN) (6GK5213-3BB00-2AB2): All versions SCALANCE XB213-3LD (SC, E/IP) (6GK5213-3BF00-2TB2): All versions SCALANCE XB213-3LD (SC, PN) (6GK5213-3BF00-2AB2): All versions SCALANCE XB216 (E/IP) (6GK5216-0BA00-2TB2): All versions SCALANCE XB216 (PN) (6GK5216-0BA00-2AB2): All versions SCALANCE XC206-2 (SC) (6GK5206-2BD00-2AC2): All versions SCALANCE XC206-2 (ST/BFOC) (6GK5206-2BB00-2AC2): All versions SCALANCE XC206-2G PoE (6GK5206-2RS00-2AC2): All versions SCALANCE XC206-2G PoE (54 V DC) (6GK5206-2RS00-5AC2): All versions SCALANCE XC206-2G PoE EEC (54 V DC) (6GK5206-2RS00-5FC2): All versions SCALANCE XC206-2SFP (6GK5206-2BS00-2AC2): All versions SCALANCE XC206-2SFP EEC (6GK5206-2BS00-2FC2): All versions SCALANCE XC206-2SFP G (6GK5206-2GS00-2AC2): All versions SCALANCE XC206-2SFP G (EIP DEF.) (6GK5206-2GS00-2TC2): All versions SCALANCE XC206-2SFP G EEC (6GK5206-2GS00-2FC2): All versions SCALANCE XC208 (6GK5208-0BA00-2AC2): All versions SCALANCE XC208EEC (6GK5208-0BA00-2FC2): All versions SCALANCE XC208G (6GK5208-0GA00-2AC2): All versions SCALANCE XC208G (EIP def.) (6GK5208-0GA00-2TC2): All versions SCALANCE XC208G EEC (6GK5208-0GA00-2FC2): All versions SCALANCE XC208G PoE (6GK5208-0RA00-2AC2): All versions SCALANCE XC208G PoE (54 V DC) (6GK5208-0RA00-5AC2): All versions SCALANCE XC216 (6GK5216-0BA00-2AC2): All versions SCALANCE XC216-3G PoE (6GK5216-3RS00-2AC2): All versions SCALANCE XC216-3G PoE (54 V DC) (6GK5216-3RS00-5AC2): All versions SCALANCE XC216-4C (6GK5216-4BS00-2AC2): All versions SCALANCE XC216-4C G (6GK5216-4GS00-2AC2): All versions SCALANCE XC216-4C G (EIP Def.) (6GK5216-4GS00-2TC2): All versions SCALANCE XC216-4C G EEC (6GK5216-4GS00-2FC2): All versions SCALANCE XC216EEC (6GK5216-0BA00-2FC2): All versions SCALANCE XC224 (6GK5224-0BA00-2AC2): All versions SCALANCE XC224-4C G (6GK5224-4GS00-2AC2): All versions SCALANCE XC224-4C G (EIP Def.) (6GK5224-4GS00-2TC2): All versions SCALANCE XC224-4C G EEC (6GK5224-4GS00-2FC2): All versions SCALANCE XF204 (6GK5204-0BA00-2GF2): All versions SCALANCE XF204 DNA (6GK5204-0BA00-2YF2): All versions SCALANCE XF204-2BA (6GK5204-2AA00-2GF2): All versions SCALANCE XF204-2BA DNA (6GK5204-2AA00-2YF2): All versions SCALANCE XP208 (6GK5208-0HA00-2AS6): All versions SCALANCE XP208 (Ethernet/IP) (6GK5208-0HA00-2TS6): All versions SCALANCE XP208EEC (6GK5208-0HA00-2ES6): All versions SCALANCE XP208PoE EEC (6GK5208-0UA00-5ES6): All versions SCALANCE XP216 (6GK5216-0HA00-2AS6): All versions SCALANCE XP216 (Ethernet/IP) (6GK5216-0HA00-2TS6): All versions SCALANCE XP216EEC (6GK5216-0HA00-2ES6): All versions SCALANCE XP216POE EEC (6GK5216-0UA00-5ES6): All versions SCALANCE XR324WG (24 x FE, AC 230V) (6GK5324-0BA00-3AR3): All versions SCALANCE XR324WG (24 X FE, DC 24V) (6GK5324-0BA00-2AR3): All versions SCALANCE XR326-2C PoE WG (6GK5326-2QS00-3AR3): All versions SCALANCE XR326-2C PoE WG (without UL) (6GK5326-2QS00-3RR3): All versions SCALANCE XR328-4C WG (24xFE,4xGE,AC230V) (6GK5328-4FS00-3AR3): All versions SCALANCE XR328-4C WG (24xFE,4xGE,AC230V) (6GK5328-4FS00-3RR3): All versions SCALANCE XR328-4C WG (24XFE, 4XGE, 24V) (6GK5328-4FS00-2AR3): All versions SCALANCE XR328-4C WG (24xFE, 4xGE,DC24V) (6GK5328-4FS00-2RR3): All versions SCALANCE XR328-4C WG (28xGE, AC 230V) (6GK5328-4SS00-3AR3): All versions SCALANCE XR328-4C WG (28xGE, DC 24V) (6GK5328-4SS00-2AR3): All versions SIPLUS NET SCALANCE XC206-2 (6AG1206-2BB00-7AC2): All versions SIPLUS NET SCALANCE XC206-2SFP (6AG1206-2BS00-7AC2): All versions SIPLUS NET SCALANCE XC208 (6AG1208-0BA00-7AC2): All versions SIPLUS NET SCALANCE XC216-4C (6AG1216-4BS00-7AC2): All versions.","CVE-2023-44318, CVE-2023-44321",4.9,Medium,"CWE-321, CWE-400",Energy,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
