icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
4518,12/2/2025,12/2/2025,2025,ICSA-25-336-01,Industrial Video & Control Longwatch,Industrial Video and Control,Longwatch,"The following versions of Industrial Video & Control Longwatch, a video surveillance and monitoring system, are affected: Longwatch: Versions 6.309 to 6.334.",CVE-2025-13658,9.3,Critical,CWE-94,Energy; Water and Wastewater Systems,Worldwide,United States,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4517,12/2/2025,12/2/2025,2025,ICSA-25-336-02,Iskra iHUB and iHUB Lite,Iskra,iHUB and iHUB Lite,"The following versions of Iskra iHUB and iHUB Lite, a Smart Metering Gateway and Data Concentrator, are affected: iHUB and iHUB Lite: All Versions.",CVE-2025-13510,9.3,Critical,CWE-306,Energy,Worldwide,Slovenia,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4516,12/2/2025,12/2/2025,2025,ICSMA-25-336-01,Mirion Medical EC2 Software NMIS BioDose,Mirion Medical,EC2 Software NMIS BioDose,The following Mirion Medical products are affected: EC2 Software NMIS BioDose: Versions prior to 23.0.,"CVE-2025-61940, CVE-2025-62575, CVE-2025-64298, CVE-2025-64642, CVE-2025-64778",8.7,High,"CWE-732, CWE-603, CWE-798",Healthcare and Public Health,Worldwide,United States,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4515,7/24/2025,12/2/2025,2025,ICSA-25-201-01,Mitsubishi Electric CNC Series (Update A),Mitsubishi Electric,CNC Series,"The following versions of Mitsubishi Electric CNC Series are affected: NC Designer2: All versions NC Designer: All versions NC Configurator2: All versions NC Analyzer2: All versions NC Analyzer: All versions NC Explorer: All versions NC Monitor2: All versions NC Monitor: All versions NC Trainer2: ""AB"" and prior NC Trainer2 plus: ""AB"" and prior NC Trainer: All versions NC Trainer plus: All versions NC Visualizer: All versions Remote Monitor Tool: All versions MS Configurator: All versions Mitsubishi Electric Numerical Control Device Communication Software (FCSB1224): ""A8"" and prior Mitsubishi Electric CNC communication software runtime library M70LC/M730LC: All versions NC Virtual Simulator: All versions.",CVE-2016-2542,7,High,CWE-427,Critical Manufacturing,Worldwide,Japan,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4514,11/25/2025,11/25/2025,2025,ICSA-25-329-01,"Ashlar-Vellum Cobalt, Xenon, Argon, Lithium, Cobalt Share",Ashlar-Vellum,"Cobalt, Xenon, Argon, Lithium, Cobalt Share",The following Ashlar-Vellum products are affected: Cobalt: Versions 12.6.1204.207 and prior Xenon: Versions 12.6.1204.207 and prior Argon: Versions 12.6.1204.207 and prior Lithium: Versions 12.6.1204.207 and prior Cobalt Share: Versions 12.6.1204.207 and prior.,"CVE-2025-65084, CVE-2025-65085",8.4,High,"CWE-787, CWE-122",Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4513,11/25/2025,11/25/2025,2025,ICSA-25-329-02,Rockwell Automation Arena Simulation,Rockwell Automation,Arena Simulation,The following Rockwell Automation products are affected: Arena Simulation: Version 16.20.10 and prior.,CVE-2025-11918,7.1,High,CWE-121,Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4512,11/25/2025,11/25/2025,2025,ICSA-25-329-03,Zenitel TCIV-3+,Zenitel,TCIV-3+,The following versions of TCIV-3+ are affected: TCIV-3+: All versions prior to 9.3.3.0.,"CVE-2025-64126, CVE-2025-64127, CVE-2025-64128, CVE-2025-64129, CVE-2025-64130",10,Critical,"CWE-78, CWE-787, CWE-79",Communications,Worldwide,Belgium,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4511,11/25/2025,11/25/2025,2025,ICSA-25-329-04,Opto 22 groov View,Opto 22,groov View,The following versions of groov View are affected: groov View Server for Windows: Versions R1.0a to R4.5d GRV-EPIC-PR1 Firmware: Versions prior to 4.0.3 GRV-EPIC-PR2 Firmware: Versions prior to 4.0.3.,CVE-2025-13084,6.1,Medium,CWE-1230,Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4510,11/25/2025,11/25/2025,2025,ICSA-25-329-05,"Festo Compact Vision System, Control Block, Controller, and Operator Unit products",Festo,"Compact Vision System, Control Block, Controller, and Operator Unit products",Festo reports that the following products are affected: Festo Software Compact Vision System SBO -Q- : All Versions Festo Software Control block CPX-CEC-C1 Codesys V2: All Versions Festo Software Control block CPX-CEC-C1-V3 Codesys V3: All Versions Festo Software Control block CPX-CEC Codesys V2: All Versions Festo Software Control block CPX-CEC-M1 Codesys V2: All Versions Festo Software Control block CPX-CEC-M1-V3 Codesys V3: All Versions Festo Software Control block CPX-CEC-S1-V3 Codesys V3: All Versions Festo Software Control block CPX-CMXX: All Versions Festo Software Controller CECC-D: All Versions Festo Software Controller CECC-D-BA: All Versions Festo Software Controller CECC-D-CS: All Versions Festo Software Controller CECC-LK: All Versions Festo Software Controller CECC-S: All Versions Festo Software Controller CECC-X-M1: All Versions Festo Software Controller CECC-X-M1-MV: All Versions Festo Software Controller CECC-X-M1-S1: All Versions Festo Software Controller CECX-X-C1: All Versions Festo Software Controller CECX-X-M1: All Versions Festo Software Controller CPX-E-CEC-C1: All Versions Festo Software Controller CPX-E-CEC-C1-EP: All Versions Festo Software Controller CPX-E-CEC-C1-PN: All Versions Festo Software Controller CPX-E-CEC-M1: All Versions Festo Software Controller CPX-E-CEC-M1-EP: All Versions Festo Software Controller CPX-E-CEC-M1-PN: All Versions Festo Software Controller FED-CEC: All Versions Festo Software Operator unit CDPX-X-A-S-10: All Versions Festo Software Operator unit CDPX-X-A-W-13: All Versions Festo Software Operator unit CDPX-X-A-W-4: All Versions Festo Software Operator unit CDPX-X-A-W-7: All Versions Festo Software Operator unit CDPX-X-E1-W-10: All Versions Festo Software Operator unit CDPX-X-E1-W-15: All Versions Festo Software Operator unit CDPX-X-E1-W-7: All Versions.,"CVE-2022-22515, CVE-2022-31806",9.8,Critical,"CWE-668, CWE-1188",Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4509,11/25/2025,11/25/2025,2025,ICSA-25-329-06,SiRcom SMART Alert (SiSA),SiRcom,SMART Alert (SiSA),"The following versions of SiRcom SMART Alert (SiSA), a central control system, are affected: SMART Alert (SiSA): Version 3.0.48.",CVE-2025-13483,8.8,High,CWE-306,Emergency Services; Government Facilities; Defense Industrial Base,Worldwide,United States,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
