icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
485,12/22/2015,8/27/2018,2015,ICSA-15-356-01,Siemens RUGGEDCOM ROX-based Devices NTP Vulnerabilities,Siemens,RUGGEDCOM ROX-based Devices NTP,Siemens RUGGEDCOM ROX versions affected when NTP service is activated: ROX II: All versions prior to 2.9.0 | ROX I: All versions.The NTP service is deactivated on ROX I and ROX II-based devices by default.,CVE-2015-7871; CVE-2015-7855; CVE-2015-7704; CVE-2015-5300,4.1,Medium,CWE-20; CWE-592,Energy; Healthcare and Public Health; Transportation,Worldwide,Germany
484,12/17/2015,8/27/2018,2015,ICSA-15-351-01,Schneider Electric Modicon M340 Buffer Overflow Vulnerability,Schneider Electric,Modicon M340,Schneider Electric Modicon M340 PLC products: BMXNOC0401 | BMXNOE0100 | BMXNOE0100H | BMXNOE0110 | BMXNOE0110H | BMXNOR0200 | BMXNOR0200H | BMXP342020 | BMXP342020H | BMXP342030 | BMXP3420302 | BMXP3420302H | BMXPRA0100.,CVE-2015-7937,7.5,High,CWE-121,Defense Industrial Base; Energy; Government Facilities; Nuclear Reactors Materials and Waste; Transportation; Water and Wastewater,China India Russia United States Europe,France
483,12/17/2015,8/27/2018,2015,ICSA-15-351-02,Motorola MOSCAD SCADA IP Gateway Vulnerabilities,Motorola Solutions,MOSCAD SCADA IP Gateway,MOSCAD IP Gateway versions are affected: MOSCAD IP Gateway - all versions.,CVE-2015-7935; CVE-2015-7936,7.5,High,CWE-352; CWE-98,Commercial Facilities; Critical Manufacturing; Energy; Water and Wastewater,United States Asia Europe,United States
482,12/17/2015,8/27/2018,2015,ICSA-15-351-03,eWON Vulnerabilities,eWON sa,eWON,eWON router firmware versions are affected: eWON firmware versions prior to 10.1s0.,CVE-2015-7924; CVE-2015-7925; CVE-2015-7926; CVE-2015-7927; CVE-2015-7928; CVE-2015-7929,7.7,High,CWE-255; CWE-352; CWE-274; CWE-79; CWE-613; CWE-598,Commercial Facilities; Critical Manufacturing; Energy; Water and Wastewater,Japan United States,Belgium
481,12/15/2015,8/27/2018,2015,ICSA-15-349-01,Adcon Telemetry A840 Vulnerabilities,Adcon Telemetry,A840,Adcon Telemetry product is affected: A840 Telemetry Gateway Base Station - all versions.,CVE-2015-7930; CVE-2015-7931; CVE-2015-7932; CVE-2015-7934,9.3,Critical,CWE-319; CWE-200; CWE-287; CWE-798,Commercial Facilities; Critical Manufacturing; Water and Wastewater,United States Europe,Austria
480,12/10/2015,8/23/2018,2015,ICSA-15-344-01B,Advantech EKI Vulnerabilities (Update B),Advantech,EKI,Advantech reports that the vulnerability affects the following products: EKI-132x platform devices.,CVE-2014-6271; CVE-2014-0160; CVE-2012-2152; CVE-2015-7938,8.7,High,CWE-78; CWE-119; CWE-592,Commercial Facilities; Critical Manufacturing; Energy; Transportation,Worldwide,Taiwan
479,12/10/2015,8/27/2018,2015,ICSA-15-344-02,Open Automation Software OPC Systems NET DLL Hijacking Vulnerability,Open Automation Software,OPC Systems NET,OPC Systems .NET versions are affected: OPC Systems.NET Version 8.00.0023 and previous versions.,CVE-2015-7917,7.2,High,CWE-427,Critical Manufacturing; Energy; Water and Wastewater,United States,United States
478,12/8/2015,2/21/2017,2015,ICSA-15-342-01C,XZERES 442SR Wind Turbine Cross-site Scripting Vulnerability (Update C),XZERES,442SR Wind Turbine,XZERES product affected: 442SR Wind Turbine.,CVE-2016-2287,9.8,Critical,CWE-79,Energy,United Kingdom Italy Japan Myanmar Philippines Vietnam,United States
477,12/8/2015,8/27/2018,2015,ICSA-15-342-02,LOYTEC Router Information Exposure Vulnerability,LOYTEC,LOYTEC routers,LOYTEC routers affected: LIP-3ECTB Version 6.0.1 |LINX-100 |LVIS-3E100 | LIP-ME201,CVE-2015-7906,9.1,Critical,CWE-200,Critical Manufacturing; Energy,Germany France,Austria
476,12/8/2015,8/27/2018,2015,ICSA-15-337-03,Pacom 1000 CCU GMS System Cryptographic Implementation Vulnerabilities,Pacom,1000 CCU GMS System,Pacom GMS systems affected: Pacom 1000 CCU | RTU.,CVE-2014-3260,7.5,High,CWE-310,Commercial Facilities; Financial Services; Government Facilities; Healthcare and Public Health,Worldwide,Sweden
