icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
84,12/28/2011,9/6/2018,2011,ICSA-11-362-01,ScadaTEC ScadaPhone & Modbus TagServer Buffer Overflow Vulnerability,ScadaTEC,ScadaPhone & Modbus TagServer,ScadaPhone V5.3.11.1230 and priorModbusTagServer V4.1.1.81 and prior,CVE-2011-4535,6.8,Medium,CWE-119,Chemical; Critical Manufacturing,Australia United States,United States
83,12/27/2011,9/6/2018,2011,ICSA-11-361-01,Siemens Automation License Manager Vulnerabilities,Siemens,Automation License Manager,"ALM Version 4.0 to 5.1+SP1+Upd1 are affected by the buffer overflow, exception, and null pointer vulnerabilities. ALM Version 2.0 to 5.1+SP1+Upd2 are affected by the improper input validation vulnerability",CVE-2011-4529; CVE-2011-4530; CVE-2011-4531; CVE-2011-4532,5.6,Medium,CWE-119; CWE-20; CWE-22,Chemical; Energy; oil and gas; Food and Agriculture; Water and Wastewater,Worldwide,Germany
82,12/26/2011,4/23/2013,2011,ICSA-11-298-01A,Sielco Sistemi Winlog Buffer Overflow (Update A),Sielco Sistemi,Winlog,Winlog Lite versions older than Version 2.07.09 Winlog PRO versions older than Version 2.07.09,CVE-2011-4037,9.3,High,CWE-119,Communications,Italy,Italy
81,12/22/2011,4/22/2013,2011,ICSA-11-356-01,Siemens Simatic HMI Authentication Vulnerabilities,Siemens,Simatic HMI,"martAccess option package for SIMATIC WinCC flexible RT 2004, 2005, 2005 SP1, 2007, 2008, 2008 SP1, and 2008 SP2 SIMATIC WinCC Runtime Advanced V11, V11 SP1, and V11 SP2 Multiple SIMATIC Panels (TP, OP, MP, Mobile, Comfort)",CVE-2011-4508; CVE-2011-4509,9.6,High,CWE-255; CWE-287,Chemical; Energy; oil and gas; Food and Agriculture; Water and Wastewater,Worldwide,Germany
80,12/20/2011,4/30/2013,2011,ICSA-11-355-01,7-Technologies IGSS Buffer Overflow,7-Technologies,IGSS,7T Interactive Graphical SCADA System Versions 9.0.0.11355 and prior.,CVE-2011-4537,7.5,High,CWE-119,Critical Manufacturing; Energy; oil and gas,Denmark United States Asia Europe,Denmark
79,12/19/2011,8/12/2013,2011,ICSA-11-335-01,7-Technologies Data Server Denial of Service,7-Technologies,Data Server,Version 9.0.0.11200 of 7T IGSS Data Server,CVE-2011-4050,5,Medium,CWE-119,Critical Manufacturing; Energy; oil and gas,Denmark United States Asia Europe,Denmark
78,12/10/2011,4/26/2013,2011,ICSA-11-355-02,WellinTech KingView History Server Buffer Overflow,WellinTech,KingView History Server,KingView V65.30.2010.18018,CVE-2011-4536,10,High,CWE-119,Commercial Facilities; Critical Manufacturing; Energy,China Japan Singapore Taiwan United States Europe,China
77,12/6/2011,9/6/2018,2011,ICSA-11-340-01,ARC Informatique PcVue HMI/SCADA ActiveX Vulnerabilities,ARC Informatique,PcVue HMI/SCADA ActiveX,PcVue-All versions from 6.xx onwardFrontVue-All versionsPlantVue-All versions,CVE-2011-4042; CVE-2011-4043,9.3,High,CWE-189,Chemical,Europe,France
76,11/28/2011,9/6/2018,2011,ICSA-11-243-03A,GE Intelligent Platforms Proficy Historian Data Archiver Buffer Overflow Vulnerability (Update A),GE,Intelligent Platforms Proficy Historian Data Archiver,Proficy Historian: Versions 4.0 and priorProficy HMI/SCADA—CIMPLICITY: Version 8.1 (If Historian is installed)Proficy HMI/SCADA—iFix: Versions 5.0 and 5.1 (If Historian is installed),CVE-2011-1918,10,High,CWE-119,Multiple Critical sectors,Worldwide,United States
75,11/27/2011,5/7/2013,2011,ICSA-11-307-01,Schneider Electric Vijeo Historian Web Server Multiple Vulnerabilities,Schneider Electric,Vijeo Historian Web Server,Vijeo Historian V4.30 and earlier Citect Historian V4.30 and earlier CitectSCADA Reports V4.10 and earlier,CVE-2011-4033; CVE-2011-4034; CVE-2011-4035; CVE-2011-4036,5.7,Medium,CWE-119; CWE-79; CWE-22,Energy,Worldwide,France
74,11/14/2011,3/12/2014,2011,ICSA-11-319-01,InduSoft Web Studio Vulnerabilities,InduSoft,Web Studio,InduSoft Web Studio Versions 6.1 and 7.0,CVE-2011-4051; CVE-2011-4052,9.6,High,CWE-287; CWE-119,Pharmaceutical; Critical Manufacturing; Energy; oil and gas; Food and Agriculture; Water and Wastewater,Worldwide,United States
73,11/7/2011,3/12/2014,2011,ICSA-11-279-02,CitectSCADA and Mitsubishi MX4 SCADA Batch Server Buffer Overflow,"Mitsubishi Electric Automation, Schneider Electric",MX4 SCADA Batch Server,CitectSCADA V7.10 and prior using the CitectSCADA Batch Server module.Mitsubishi MX4 SCADA V7.10 and prior using the MX4 SCADA Batch module.,CVE-2011-5163,4.6,Medium,CWE-119,Commercial Facilities,Taiwan Europe,Japan
72,11/4/2011,10/28/2013,2011,ICSA-11-279-01,Advantech OPC Server Buffer Overflow,Advantech,OPC Server,Advantech ADAM OPC Server Versions prior to V3.01.012 Advantech Modbus RTU OPC Server Versions prior to V3.01.010 Advantech Modbus TCP OPC Server Versions prior to V3.01.010,CVE-2011-1914,10,High,CWE-119,Communications; Energy; Transportation,Taiwan North America Asia East Asia,Taiwan
71,11/1/2011,4/20/2013,2011,ICSA-11-243-01,GE Intelligent Platforms Proficy Plant Applications Buffer Overflow,GE,Intelligent Platforms Proficy Historian Data Archiver,Proficy Plant Applications (Version 5.0 and prior),CVE-2011-1919,10,High,CWE-119,Multiple Critical sectors,Worldwide,United States
70,10/31/2011,4/20/2013,2011,ICSA-11-243-02,GE Proficy Historian Web Administrator XSS,GE,Proficy Historian Web Administrator,Proficy Historian: All versionsProficy HMI/SCADA CIMPLICITY: Version 8.1and 8.2 (If Historian is installed).Proficy HMI/SCADA iFIX: Versions 5.0 and 5.1 (If Historian is installed),CVE-2011-3320,4.3,Medium,CWE-79,Multiple Critical sectors,Worldwide,United States
69,10/21/2011,1/24/2014,2011,ICSA-11-294-01,Progea Movicon Power HMI Vulnerabilities,Progea,Movicon Power HMI,Progea Movicon 11.2.1085.3 and earlier Progea Movicon PowerHMI 11.2.1085 and earlier,CVE-2011-3491; CVE-2011-3498; CVE-2011-3499,10,High,CWE-119,Critical Manufacturing; Energy,India United States Europe,Italy
68,10/20/2011,5/7/2013,2011,ICSA-11-277-01,Schneider Electric UnitelWay Buffer Overflow,Schneider Electric,UnitelWay,Platform Unity Pro Version 6 and prior Windows XP OPC Factory Server Version 3.34 Windows XP Vijeo Citect Version 7.20 and prior Windows XP Telemecanique Driver PackVersion 2.6 and prior Windows XP Monitor Pro Version 7.6 and prior Windows XP PL 7 Pro Version 4.5 and prior Windows XP These six products are known to have the vulnerable UnitelWay Windows Device Driver and are elements of Schneider Electric SoCollaborative software components. These components are part of Schneider Electric process automation architecture known as PlantStruxure.,CVE-2011-3330,7.2,High,CWE-119,Energy; Information Technology,Worldwide,France
67,10/12/2011,4/30/2013,2011,ICSA-11-285-01,Honeywell TEMA Remote Installer ActiveX Vulnerability,Honeywell,TEMA Remote Installer,EBI product versions: EBI R310.1 - TEMA 4.8EBI R310.1 - TEMA 4.9EBI R310.1 - TEMA 4.10EBI R400.2 SP1 - TEMA 5.2EBI R410.1 - TEMA 5.3.0EBI R410.2 - TEMA 5.3.1,CVE-NA,NA,NA,CWE-NA,Energy,North America South America,United States
66,10/12/2011,5/8/2013,2011,ICSA-11-279-03A,Unitronics UNIOPC Server Input Handling Vulnerability (Update A),Unitronics,UNIOPC Server,Unitronics UniOPC prior to Version 2.0.0,CVE-2011-5086,6.8,Medium,CWE-20,Multiple Critical Sectors,Israel,Israel
65,10/7/2011,9/6/2018,2011,ICSA-11-280-01,Cogent DataHub Vulnerabilities,Cogent Real-Time Systems Inc,DataHub,Cogent DataHub all of Version 7 until 7.1.2 OPC DataHub prior to Version 6.4.20 Cascade DataHub all of Version 6 6.4.20,CVE-2011-3493; CVE-2011-3500; CVE-2011-3501; CVE-2011-3502,6.3,Medium,CWE-119; CWE-200; CWE-22; CWE-189,Chemical,Canada United Kingdom United States,Canada
