icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
4202,4/24/2025,4/24/2025,2025,ICSA-25-114-01,Schneider Electric Modicon Controllers,Schneider Electric,"Modicon M580, Modicon M340, Modicon Premium, and Modicon Quantum","Schneider Electric reports that the following products are affected: Modicon M580: All versions prior to 2.90 (CVE-2018-7846, CVE-2018-7849, CVE-2018-7848, CVE-2018-7842, CVE-2018-7847, CVE-2018-7850, CVE-2018-7853, CVE-2018-7854, CVE-2019-6808, CVE-2019-6828, CVE-2019-6829, CVE-2019-6809) Modicon Momentum CPU (part numbers 171CBU*): All versions (CVE-2018-7857) Modicon Quantum: All versions prior to 3.60 (CVE-2018-7843, CVE-2018-7845, CVE-2018-7852, CVE-2018-7856, CVE-2019-6807) Modicon Quantum: All versions (CVE-2018-7846, CVE-2018-7849, CVE-2018-7848, CVE-2018-7842, CVE-2018-7847, CVE-2018-7850, CVE-2018-7855, CVE-2018-7857, CVE-2019-6806, CVE-2019-6808, CVE-2018-7844, CVE-2019-6828, CVE-2019-6809) Modicon Premium: All versions (CVE-2018-7846, CVE-2018-7849, CVE-2018-7848, CVE-2018-7842, CVE-2018-7847, CVE-2018-7850, CVE-2018-7855, CVE-2018-7857, CVE-2019-6806, CVE-2019-6808, CVE-2018-7844, CVE-2019-6828, CVE-2019-6809) Modicon Premium: All versions prior to 3.60 (CVE-2018-7852, CVE-2019-6807) PLC Simulator for EcoStruxure Control Expert: All versions prior to 15.1 (CVE-2018-7857) Modicon Premium: All versions prior to 3.20 (CVE-2018-7843, CVE-2018-7845, CVE-2018-7852, CVE-2018-7856, CVE-2019-6807) Modicon Momentum Unity M1E Processor (part numbers 171CBU*): All versions prior to SV2.6 (CVE-2018-7857, CVE-2019-6807) Modicon M580: All versions prior to sv4.20 (CVE-2018-7855) Modicon M340: All versions prior to SV3.60 (CVE-2018-7855) Modicon MC80: All versions (CVE-2018-7855) Modicon Momentum M1E: All versions (CVE-2018-7855) Modicon M580: All versions prior to 2.80 (CVE-2018-7843, CVE-2018-7845, CVE-2018-7852, CVE-2018-7856, CVE-2019-6807, CVE-2019-6830) Modicon Quantum Safety: All versions (CVE-2018-7846, CVE-2018-7849, CVE-2018-7848, CVE-2018-7842, CVE-2018-7847, CVE-2018-7850, CVE-2018-7852, CVE-2018-7855, CVE-2018-7857, CVE-2019-6806, CVE-2019-6808, CVE-2018-7844) Modicon M340: All versions prior to 3.10 (CVE-2018-7846, CVE-2018-7849, CVE-2018-7843, CVE-2018-7848, CVE-2018-7842, CVE-2018-7847, CVE-2018-7850, CVE-2018-7845, CVE-2018-7852, CVE-2018-7854, CVE-2018-7856, CVE-2019-6807, CVE-2019-6808, CVE-2019-6828, CVE-2019-6829, CVE-2019-6809) Modicon M340: All versions (CVE-2018-7857, CVE-2019-6806, CVE-2018-7844) Modicon M580: All versions (CVE-2018-7857, CVE-2019-6806, CVE-2018-7844) Modicon MC80 BMKC80*: Versions prior to 1.80 (CVE-2018-7857).","CVE-2018-7842, CVE-2018-7843, CVE-2018-7844, CVE-2018-7845, CVE-2018-7846, CVE-2018-7847, CVE-2018-7848, CVE-2018-7849, CVE-2018-7850, CVE-2018-7852, CVE-2018-7853, CVE-2018-7854, CVE-2018-7855, CVE-2018-7856, CVE-2018-7857, CVE-2019-6806, CVE-2019-6807, CVE-2019-6808, CVE-2019-6809, CVE-2019-6828, CVE-2019-6829, CVE-2019-6830",10,Critical,"CWE-501, CWE-248, CWE-200, CWE-290, CWE-284, CWE-807, CWE-125",Commercial Facilities; Critical Manufacturing; Energy,Worldwide,,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4201,4/24/2025,4/24/2025,2025,ICSA-25-114-02,ALBEDO Telecom Net.Time - PTP/NTP Clock,ALBEDO Telecom,Net.Time - PTP/NTP clock,The following version of Net.Time - PTP/NTP clock is affected: Net.Time - PTP/NTP clock (Serial No. NBC0081P): Software release 1.4.4.,CVE-2025-2185,8.5,High,CWE-613,Communications; Financial Services; Information Technology,Worldwide,,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4200,4/24/2025,4/24/2025,2025,ICSA-25-114-03,Vestel AC Charger,Vestel,AC Charger,The following versions of AC Charger are affected: AC Charger EVC04: Version 3.75.0.,CVE-2025-3606,8.7,High,CWE-497,Transportation Systems,Worldwide,,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4199,4/24/2025,4/24/2025,2025,ICSA-25-114-04,Nice Linear eMerge E3,Nice,Linear eMerge E3,The following versions of Nice Linear eMerge E3 are affected: Linear eMerge E3: Versions 1.00-07 and prior.,CVE-2024-9441,9.3,Critical,CWE-78,Commercial Facilities,Worldwide,,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4198,4/24/2025,4/24/2025,2025,ICSA-25-114-05,Johnson Controls ICU,Johnson Controls Inc.,ICU,Johnson Controls reports the following versions of ICU are affected: ICU: Versions prior to 6.9.5.,CVE-2025-26382,9.3,Critical,CWE-121,Critical Manufacturing; Commercial Facilities; Government Facilities; Transportation Systems; Energy,Worldwide,,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4197,4/24/2025,4/24/2025,2025,ICSA-25-114-06,Planet Technology Network Products,Not available,Not available,The following versions of Planet Technology products are affected: UNI-NMS-Lite: Versions 1.0b211018 and prior NMS-500: All Versions NMS-1000V: All Versions WGS-804HPT-V2: Versions 2.305b250121 and prior WGS-4215-8T2S: Versions 1.305b241115 and prior.,"CVE-2025-46271, CVE-2025-46272, CVE-2025-46273, CVE-2025-46274, CVE-2025-46275",9.3,Critical,"CWE-78, CWE-798, CWE-306",Critical Manufacturing,Worldwide,,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4196,4/22/2025,4/22/2025,2025,ICSA-25-112-01,Siemens TeleControl Server Basic SQL,Siemens,TeleControl Server Basic,Siemens reports that the following products are affected: TeleControl Server Basic: versions prior to V3.1.2.2.,"CVE-2025-27495, CVE-2025-27539, CVE-2025-27540, CVE-2025-29905, CVE-2025-30002, CVE-2025-30003, CVE-2025-30030, CVE-2025-30031, CVE-2025-30032, CVE-2025-31343, CVE-2025-31349, CVE-2025-31350, CVE-2025-31351, CVE-2025-31352, CVE-2025-31353, CVE-2025-32475, CVE-2025-32822, CVE-2025-32823, CVE-2025-32824, CVE-2025-32825, CVE-2025-32826, CVE-2025-32827, CVE-2025-32828, CVE-2025-32829, CVE-2025-32830, CVE-2025-32831, CVE-2025-32832, CVE-2025-32833, CVE-2025-32834, CVE-2025-32835, CVE-2025-32836, CVE-2025-32837, CVE-2025-32838, CVE-2025-32839, CVE-2025-32840, CVE-2025-32841, CVE-2025-32842, CVE-2025-32843, CVE-2025-32844, CVE-2025-32845, CVE-2025-32846, CVE-2025-32847, CVE-2025-32848, CVE-2025-32849, CVE-2025-32850, CVE-2025-32851, CVE-2025-32852, CVE-2025-32853, CVE-2025-32854, CVE-2025-32855, CVE-2025-32856, CVE-2025-32857, CVE-2025-32858, CVE-2025-32859, CVE-2025-32860, CVE-2025-32861, CVE-2025-32862, CVE-2025-32863, CVE-2025-32864, CVE-2025-32865, CVE-2025-32866, CVE-2025-32867, CVE-2025-32868, CVE-2025-32869, CVE-2025-32870, CVE-2025-32871, CVE-2025-32872",9.3,Critical,CWE-89,Energy; Water and Wastewater Systems; Transportation Systems,Worldwide,,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4195,4/22/2025,4/22/2025,2025,ICSA-25-112-02,Siemens TeleControl Server Basic,Siemens,TeleControl Server Basic,Siemens reports that the following products are affected: TeleControl Server Basic: Versions prior to V3.1.2.2.,CVE-2025-29931,6.3,Medium,CWE-130,Energy; Water and Wastewater Systems; Transportation Systems,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4194,4/22/2025,4/22/2025,2025,ICSA-25-112-03,Schneider Electric Wiser Home Controller WHC-5918A,Schneider Electric,Wiser Home Controller WHC-5918A,Schneider Electric reports the following products are affected: Wiser Home Controller WHC-5918A: All versions.,CVE-2024-6407,9.3,Critical,CWE-200,Energy,Worldwide,France,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4193,4/22/2025,4/22/2025,2025,ICSA-25-112-04,ABB MV Drives,ABB,MV Drives,ABB reports that the following MV Drives are affected by CODESYS RTS (Runtime System) vulnerabilities: ACS6080: LAAAA 2.10.0 to LAAAB 5.06.1 ACS5000: LAAAB 4.03.0 to LAAAB 5.06.1 ACS6000: LAAAA 2.10.0 to LAAAB 5.06.1.,"CVE-2022-4046, CVE-2023-37545, CVE-2023-37546, CVE-2023-37547, CVE-2023-37548, CVE-2023-37549, CVE-2023-37550, CVE-2023-37552, CVE-2023-37553, CVE-2023-37554, CVE-2023-37555, CVE-2023-37556, CVE-2023-37557, CVE-2023-37558, CVE-2023-37559",8.7,High,"CWE-119, CWE-20, CWE-787",Critical Manufacturing,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
