icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
245,12/18/2013,9/5/2018,2013,ICSA-13-352-01,NovaTech Orion DNP3 Improper Input Validation Vulnerability,NovaTech,Orion DNP3,Orion versions are affected: OrionLX DNP Master v1.27.38 and DNP Slave V1.23.10 and earlier (included in firmware releases 7.6 and earlier) andOrion5/Orion5r DNP Master V1.27.38 and DNP Slave V1.23.10 and earlier.,CVE-2013-2821; CVE-2013-2822,6,Medium,CWE-20,Energy,United States,United States
244,12/13/2013,8/29/2018,2013,ICSA-13-347-01,Siemens COMOS Privilege Escalation,Siemens,COMOS,All COMOS versions prior to 9.2 | COMOS 9.2: all versions prior to V092_Upd08_Patch001 (9.2.0.8.1) | COMOS 10.0: all versions prior to V100_SP03_Upd01_Patch040 (10.0.3.1.40) | COMOS 10.1: all versions prior to V101_Patch002 (10.1.0.0.2).,CVE-2013-6840,7.2,High,CWE-269,Multiple Critical Sectors,Germany Asia Europe,Germany
243,12/12/2013,12/18/2013,2013,ICSA-13-346-01,Cooper Power Systems Improper Input Validation Vulnerability,Cooper Power Systems,SMP 4 | SMP 16 Gateways,SMP 16 Gateway (Data Concentrator) all versions | SMP 4 Gateway (Data Concentrator) all versions and SMP 4/DP Gateway (Data Concentrator) all versions.,CVE-2013-2813; CVE- 2013-2816,7.4,High,CWE-20,Energy,Canada United States North America South America,United States
242,12/12/2013,12/17/2013,2013,ICSA-13-346-02,Cooper Power Systems Cybectec DNP3 Master OPC Server Improper Input Validation,Cooper Power Systems,Cybectec DNP3 Master OPC Server,DNP3 Master OPC Server - all versions.,CVE-2013-2814,7.1,High,CWE-20,Energy,Canada United States South America,United States
241,12/6/2013,9/5/2018,2013,ICSA-13-340-01,RuggedCom ROS Multiple Vulnerabilities,RuggedCom,ROS,Siemens RuggedCom ROS versions device with ROS firmware version prior to v3.12.2.,CVE-2013-6925; CVE-2013-6926,7.9,High,CWE-592; CWE-330,Energy; Healthcare and Public Health; Transportation,Germany,Germany
240,12/4/2013,9/5/2018,2013,ICSA-13-338-01,Siemens SINAMICS S/G Authentication Bypass Vulnerability,Siemens,SINAMICS S/G,SINAMICS S/G family with firmware version prior to 4.6.11.,CVE-2013-6920,10,High,CWE-592,Energy; Healthcare and Public Health; Transportation,Germany,Germany
239,12/3/2013,9/5/2018,2013,ICSA-13-337-01,Elecsys Director Gateway Improper Input Validation Vulnerability,Elecsys,Director Gateway,Elecsys Director Gateway versions: Elecsys Director DNP3 Outstation kernel Version 2.6.32.11ael1 and all previous versions.,CVE-2013-2825,4.3,Medium,CWE-20,Defense Industrial Base; Emergency Services; Energy; Food and Agriculture; Transportation; Water and Wastewater,United States Asia Europe,United States
238,11/25/2013,9/5/2018,2013,ICSA-13-329-01,Triangle Research Nano-10 PLC Improper Input Validation,"Triangle Research International, Inc.",Nano 10 PLC,TRi Inc. Nano-10 PLC firmware versions are affected: All firmware versions prior to r82.,CVE-2013-5741,7.8,High,CWE-20,Commercial Facilities; Energy; Food and Agriculture; Transportation; Water and Wastewater,Australia Canada South Korea Korea Singapore United States,Canada
237,11/19/2013,12/17/2013,2013,ICSA-13-297-01,Catapult Software DNP3 Driver Improper Input Validation,Catapult Software,DNP3 Driver,"Catapult Software DNP driver (“DNP”): Version 7.20.56, and Proficy human-machine interface/supervisory control and data acquisition (HMI/SCADA) – iFIX or CIMPLICITY servers with the vulnerable I/O Driver installed (this includes iFIX or CIMPLICITY installations that are part of Proficy Process Systems).",CVE-2013-2811; CVE-2013-2823,7.4,High,CWE-20,Energy; oil and gas; Water and Wastewater,New Zealand,New Zealand
236,11/19/2013,12/17/2013,2013,ICSA-13-297-02,GE Proficy DNP3 Improper Input Validation,GE,Proficy DNP3,Proficy human-machine interface/supervisory control and data acquisition (HMI/SCADA) DNP3 I/O Driver (“DNP”): Version 7.20j (Catapult v7.2.0.56) and prior versions. Proficy HMI/SCADA—iFIX or CIMPLICITY servers with the vulnerable I/O Driver installed (this includes iFIX or CIMPLICITY installations that are part of Proficy Process Systems).,CVE-2013-2811; CVE-2013-2823,6.5,Medium,CWE-20,Energy; oil and gas; Water and Wastewater,Worldwide,United States
