icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
1916,12/23/2021,No Updates,2021,ICSA-21-357-01,Moxa MGate Protocol Gateways,Moxa,MGate Protocol Gateways,"The following firmware versions of MGate MB3000 Series, a serial-to-Ethernet Modbus gateway, are affected: MGate MB3180 Series: Firmware Version 2.2 or lower MGate MB3280 Series: Firmware Version 4.1 or lower MGate MB3480 Series: Firmware Version 3.2 or lower.",CVE-2021-4161,9.8,Critical,CWE-319,Multiple Critical Sectors,Worldwide,Taiwan
1915,12/23/2021,No Updates,2021,ICSA-21-357-02,Johnson Controls exacq Enterprise Manager,Exacq Technologies Inc (Subsidiary of Johnson Controls),Johnson Controls exacq Enterprise Manager,"The following versions of Exacq Technologies Enterprise Manager, an enterprise management tool, are affected: Exacq Enterprise Manager: All Versions 21.12 and prior.",CVE-2021-44228,10,Critical,CWE-20,Critical Manufacturing,Worldwide,Ireland
1914,12/21/2021,No Updates,2021,ICSMA-21-355-01,Fresenius Kabi Agilia Connect Infusion System,Fresenius Kabi,Agilia Connect Infusion System,"The following components of the Agilia Connect Infusion System, are affected: Agilia Connect WiFi module of the pumps vD25 and prior Agilia Link+ v3.0 D15 and prior Vigilant Software Suite v1.0: Vigilant Centerium, Vigilant MasterMed and Vigilant Insight Agilia Partner maintenance software v3.3.0 and prior.",CVE-2021-23195; CVE-2021-23196; CVE-2021-23207; CVE-2021-23233; CVE-2021-23236; CVE-2021-31562; CVE-2021-33843; CVE-2021-33846; CVE-2021-33848; CVE-2021-41835; CVE-2021-43355; CVE-2021-44464; CVE-2020-35340,7.5,High,"CWE-400; CWE-327; CWE-522, CWE-284, CWE-256, CWE-552, CWE-548; CWE-79; CWE-798; CWE-327; CWE-603; CWE-1104",Healthcare and Public Health,Worldwide,Germany
1913,12/21/2021,No Updates,2021,ICSA-21-355-01,mySCADA myPRO,mySCADA,myPRO,"The following versions of myPRO, an HMI/SCADA system, are affected: myPRO: Versions 8.20.0 and prior.",CVE-2021-22657; CVE-2021-23198; CVE-2021-43981; CVE-2021-43984; CVE-2021-43985; CVE-2021-43987; CVE-2021-43989; CVE-2021-44453,10,Critical,CWE-288; CWE-912; CWE-78; CWE-916,Energy; Food and Agriculture; Transportation Systems; Water and Wastewater Systems,Worldwide,Czech Republic
1912,12/21/2021,No Updates,2021,ICSA-21-355-02,Horner Automation Cscape EnvisionRV,Horner Automation,Cscape EnvisionRV,Horner Automation reports this vulnerability affects the following Cscape industrial remote viewing software products: Cscape EnvisionRV v4.50.3.1 and prior.,CVE-2021-44462,7.8,High,CWE-20,Critical Manufacturing,Worldwide,United States
1911,12/21/2021,No Updates,2021,ICSA-21-355-03,WECON LeviStudioU,WECON,LeviStudioU,"The following versions of LeviStudioU, an HMI programming software, are affected: LeviStudioU: Versions 2019-09-21 and prior.",CVE-2021-23138; CVE-2021-23157,7.8,High,CWE-122; CWE-121,Critical Manufacturing; Energy; Water and Wastewater Systems,Worldwide,China
1910,12/21/2021,No Updates,2021,ICSA-21-355-04,Emerson DeltaV,Emerson,DeltaV,Emerson reports these vulnerabilities affect the following versions: DeltaV Distributed Control System Controllers and Workstations: All versions.,CVE-2021-26264; CVE-2021-44463,8.1,High,CWE-306; CWE-427,Chemical; Critical Manufacturing; Energy,Worldwide,United States
1909,12/21/2021,No Updates,2021,ICSA-21-348-02,Schneider Electric Rack PDU,Schneider Electric,Rack PDU,The following products of the Rack Power Distribution Unit (PDU) are affected: AP7xxxx and AP8xxx with NMC2: v6.9.6 and prior AP7xxx and AP8xxx with NMC3: v1.1.0.3 and prior APDU9xxx with NMC3: v1.0.0.28 and prior.,CVE-2021-22825,6.5,Medium,CWE-200,Energy,Worldwide,France
1908,12/16/2021,No Updates,2021,ICSA-21-350-01,Xylem AquaView,Xylem Inc,AquaView,"The following versions of AquaView, a SCADA system, are affected: AquaView: Versions 1.60, 7.x, 8.x.",CVE-2021-42833,9.3,Critical,CWE-798,Water and Wastewater Systems,Worldwide,United States
1907,12/16/2021,No Updates,2021,ICSA-21-350-02,Delta Electronics CNCSoft,Delta Electronics,CNCSoft,The following versions of CNCSoft industrial automation software are affected: CNCSoft Versions 1.01.30 and prior.,CVE-2021-44768,6.1,Medium,CWE-125,Critical Manufacturing,Worldwide,Taiwan
1906,12/16/2021,No Updates,2021,ICSA-21-350-03,Wibu-Systems CodeMeter Runtime,Wibu-Systems AG,CodeMeter Runtime,"The following versions of CodeMeter Runtime, a license manger, are affected: CodeMeter Runtime: All versions prior to Version 7.30a.",CVE-2021-41057,7.1,High,CWE-269,Multiple Critical Sectors,Worldwide,Germany
