icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
4060,1/16/2025,1/16/2025,2025,ICSA-25-016-01,Siemens Mendix LDAP,Siemens,Mendix LDAP,Siemens reports that the following products are affected: Siemens Mendix LDAP: All versions prior to 1.1.2.,CVE-2024-56841,7.4,High,CWE-90,Commercial Facilities; Critical Manufacturing; Energy,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4059,1/16/2025,1/16/2025,2025,ICSA-25-016-02,Siemens Industrial Edge Management,Siemens,Industrial Edge Management,Siemens reports that the following products are affected: Siemens Industrial Edge Management OS (IEM-OS): All versions.,CVE-2024-45385,2.1,Low,CWE-79,Energy,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4058,1/16/2025,1/16/2025,2025,ICSA-25-016-03,Siemens Siveillance Video Camera,Siemens,Siveillance Video Camera Drivers,Siemens reports that the following products are affected: Siveillance Video Device Pack: Versions prior to V13.5.,CVE-2024-12569,5.2,Medium,CWE-532,Commercial Facilities; Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4057,1/16/2025,1/16/2025,2025,ICSA-25-016-04,Siemens SIPROTEC 5 Products,Siemens,SIPROTEC 5,Siemens reports that the following products are affected: Siemens SIPROTEC 5 6MD84 (CP300): Versions prior to 9.80 Siemens SIPROTEC 5 7SA87 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SD82 (CP100): Versions 7.80 and after Siemens SIPROTEC 5 7SD82 (CP150): Versions prior to 9.80 Siemens SIPROTEC 5 7SD86 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SD87 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SJ81 (CP100): Versions 7.80 and after Siemens SIPROTEC 5 7SJ81 (CP150): Versions prior to 9.80 Siemens SIPROTEC 5 7SJ82 (CP100): Versions 7.80 and after Siemens SIPROTEC 5 7SJ82 (CP150): Versions prior to 9.80 Siemens SIPROTEC 5 7SJ85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 6MD85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SJ86 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SK82 (CP100): Versions 7.80 and after Siemens SIPROTEC 5 7SK82 (CP150): Versions prior to 9.80 Siemens SIPROTEC 5 7SK85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SL82 (CP100): Versions 7.80 and after Siemens SIPROTEC 5 7SL82 (CP150): Versions prior to 9.80 Siemens SIPROTEC 5 7SL86 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SL87 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SS85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7ST85 (CP300): All versions Siemens SIPROTEC 5 6MD86 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7ST86 (CP300): Versions prior to 9.80 Siemens SIPROTEC 5 7SX82 (CP150): Versions prior to 9.80 Siemens SIPROTEC 5 7SX85 (CP300): Versions prior to 9.80 Siemens SIPROTEC 5 7SY82 (CP150): Versions prior to 9.80 Siemens SIPROTEC 5 7UM85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7UT82 (CP100): Versions 7.80 and after Siemens SIPROTEC 5 7UT82 (CP150): Versions prior to V9.80 Siemens SIPROTEC 5 7UT85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7UT86 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7UT87 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 6MD89 (CP300): Versions 7.80 and after Siemens SIPROTEC 5 7VE85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7VK87 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7VU85 (CP300): Versions prior to 9.80 Siemens SIPROTEC 5 Compact 7SX800 (CP050): Versions prior to V9.80 Siemens SIPROTEC 5 6MU85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7KE85 (CP300): Versions 7.80 up to but not including 9.80 Siemens SIPROTEC 5 7SA82 (CP100): Versions 7.80 and after Siemens SIPROTEC 5 7SA82 (CP150): Versions prior to 9.80 Siemens SIPROTEC 5 7SA86 (CP300): Versions 7.80 up to but not including 9.80.,CVE-2024-53649,7.1,High,CWE-552,Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4056,1/16/2025,1/16/2025,2025,ICSA-25-016-05,Fuji Electric Alpha5 SMART,Fuji Electric,Alpha5 SMART,"The following versions of Fuji Electric Alpha5 SMART, a servo drive system, are affected: Alpha5 SMART: Versions 4.5 and prior.",CVE-2024-34579,8.5,High,CWE-121,Critical Manufacturing,Worldwide,Japan,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4055,1/16/2025,1/16/2025,2025,ICSA-25-016-06,"Hitachi Energy FOX61x, FOXCST, and FOXMAN-UN Products",Hitachi Energy,"FOX61x, FOXCST, FOXMAN-UN",Hitachi Energy reports that the following products are affected: FOX61x: Versions prior to R16B FOXCST: Versions prior to 16.2.1 FOXMAN-UN: R15A and prior FOXMAN-UN: R15B PC4 and prior FOXMAN-UN: R16A FOXMAN-UN: R16B PC2 and prior.,CVE-2024-2462,4.9,Medium,CWE-297,Critical Manufacturing,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4054,1/16/2025,1/16/2025,2025,ICSA-25-016-07,Hitachi Energy FOX61x Products,Hitachi Energy,FOX61x Products,Hitachi Energy reports the following products are affected: Hitachi Energy FOX61x: R15A and prior Hitachi Energy FOX61x: R15B Hitachi Energy FOX61x: R16A Hitachi Energy FOX61x: R16B Revision E.,CVE-2024-2461,4.9,Medium,CWE-23,Critical Manufacturing,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4053,1/16/2025,1/16/2025,2025,ICSA-25-016-08,Schneider Electric Data Center Expert,Schneider Electric,Data Center Expert,Schneider Electric reports that the following products are affected: Schneider Electric Data Center Expert: 8.1.1.3 and prior.,"CVE-2024-8530, CVE-2024-8531",7.2,High,"CWE-347, CWE-306",Critical Manufacturing,Worldwide,France,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4052,1/14/2025,1/14/2025,2025,ICSA-25-014-01,Hitachi Energy FOXMAN-UN,Hitachi Energy,FOXMAN-UN,"Hitachi Energy reports that the following products are affected: Hitachi Energy FOXMAN-UN: All versions prior to R15A Hitachi Energy FOXMAN-UN: R15B (CVE-2024-28020, CVE-2024-28022, CVE-2024-28024) Hitachi Energy FOXMAN-UN: R15B PC4 (CVE-2024-2013, CVE-2024-2012, CVE-2024-2011, CVE-2024-28021, CVE-2024-28023) Hitachi Energy FOXMAN-UN: R16A Hitachi Energy FOXMAN-UN: R16B (CVE-2024-28020, CVE-2024-28022, CVE-2024-28024) Hitachi Energy FOXMAN-UN: R16B PC2 (CVE-2024-2013, CVE-2024-2012, CVE-2024-2011, CVE-2024-28021, CVE-2024-28023).","CVE-2024-2011, CVE-2024-2012, CVE-2024-2013, CVE-2024-28020, CVE-2024-28021, CVE-2024-28022, CVE-2024-28023, CVE-2024-28024",10,Critical,"CWE-288, CWE-88, CWE-122, CWE-286, CWE-295, CWE-307, CWE-259, CWE-312",Energy,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
4051,1/14/2025,1/14/2025,2025,ICSA-25-014-02,Schneider Electric Vijeo Designer,Schneider Electric,Vijeo Designer,Schneider Electric reports that the following products are affected: Schneider Electric Vijeo Designer: All versions prior to 6.3 SP1.,CVE-2024-8306,7.8,High,CWE-269,Commercial Facilities; Critical Manufacturing; Energy,Worldwide,France,Open Database License (ODbL) v1.0 - 2025 ICS Advisory Project
