icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
2834,5/9/2024,5/9/2024,2024,ICSA-24-130-01,Rockwell Automation FactoryTalk Historian SE,Rockwell Automation,FactoryTalk Historian SE,"The following versions of Rockwell Automation FactoryTalk Historian SE, a data management application, are affected: FactoryTalk Historian SE: Versions v9.0 and prior.","CVE-2023-31274, CVE-2023-34348",7.7,High,"CWE-772, CWE-703",Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2833,5/9/2024,5/9/2024,2024,ICSA-24-130-02,alpitronic Hypercharger EV Charger,alpitronic,Hypercharger EV charger,"The following versions of Hypercharger EV charger, a high power charging station, are affected: Hypercharger EV charger: all versions.",CVE-2024-4622,8.3,High,CWE-1392,Transportation Systems,Worldwide,Italy,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2832,5/9/2024,5/9/2024,2024,ICSA-24-130-03,Delta Electronics InfraSuite Device Master,Delta Electronics,InfraSuite Device Master,The following Delta Electronics products are affected: InfraSuite Device Master: Versions 1.0.10 and prior.,CVE-2023-46604,9.3,Critical,CWE-502,Critical Manufacturing,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2831,5/7/2024,5/7/2024,2024,ICSA-24-128-01,PTC Codebeamer,PTC,Codebeamer,"The following versions of PTC Codebeamer, an application lifecycle management platform, are affected: Codebeamer: version 22.10 SP9 and prior Codebeamer: version 2.0.0.3 and prior Codebeamer: version 2.1.0.0.",CVE-2024-3951,5.1,Medium,CWE-79,Information Technology; Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2830,5/7/2024,5/7/2024,2024,ICSA-24-128-02,SUBNET Substation Server,SUBNET Solutions Inc.,Substation Server,SUBNET Solutions reports that the following products use components with vulnerabilities: Substation Server: 2.23.10 and prior.,CVE-2024-26024,8.6,High,CWE-1357,Critical Manufacturing; Energy,Worldwide,Canada,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2829,5/2/2024,5/2/2024,2024,ICSA-24-123-01,CyberPower PowerPanel,CyberPower,PowerPanel,"The following versions of PowerPanel, a business management software, are affected: PowerPanel: 4.9.0 and prior.","CVE-2024-34025, CVE-2024-34025, CVE-2024-33615, CVE-2024-32053, CVE-2024-32047, CVE-2024-32042, CVE-2024-31856, CVE-2024-31410, CVE-2024-31409",9.8,Critical,"CWE-259, CWE-23, CWE-798, CWE-489, CWE-257, CWE-89, CWE-321, CWE-285",Critical Manufacturing,Worldwide,United States,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2828,5/2/2024,5/2/2024,2024,ICSA-24-123-02,Delta Electronics DIAEnergie,Delta Electronics,DIAEnergie,"The following versions of Delta Electronics DIAEnergie, an industrial energy management system, are affected: DIAEnergie: Versions v1.10.00.005.","CVE-2024-34031, CVE-2024-34032, CVE-2024-34033",9.3,Critical,"CWE-89, CWE-22",Energy,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2827,4/30/2024,4/30/2024,2024,ICSA-24-121-01,Delta Electronics CNCSoft-G2 DOPSoft,Delta Electronics,CNCSoft-G2 DOPSoft,"The following versions of Delta Electronics CNCSoft-G2, a Human-Machine Interface (HMI) software, are affected: CNCSoft-G2: Versions 2.0.0.5 (with DOPSoft v5.0.0.93) and prior.",CVE-2024-4192,8.5,High,CWE-121,Energy; Critical Manufacturing,Worldwide,Taiwan,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2826,4/25/2024,4/25/2024,2024,ICSA-24-116-01,Multiple Vulnerabilities in Hitachi Energy RTU500 Series,Hitachi Energy,RTU500 Series,The following versions of Hitachi's RTU500 series CMU Firmware are affected: RTU500 series CMU Firmware: Version 12.0.1 - 12.0.14 RTU500 series CMU Firmware: Version 12.2.1 - 12.2.11 RTU500 series CMU Firmware: Version 12.4.1 - 12.4.11 RTU500 series CMU Firmware: Version 12.6.1 - 12.6.9 RTU500 series CMU Firmware: Version 12.7.1 - 12.7.6 RTU500 series CMU Firmware: Version 13.2.1 - 13.2.6 RTU500 series CMU Firmware: Version 13.4.1 - 13.4.4 RTU500 series CMU Firmware: Version 13.5.1 - 13.5.3.,"CVE-2024-1531, CVE-2024-1532",7,High,CWE-434,Energy,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
2825,4/25/2024,4/25/2024,2024,ICSA-24-116-02,Hitachi Energy MACH SCM,Hitachi Energy,MACH SCM,"The following versions of MACH SCM, are affected: MACH SCM: Versions 4.0 to 4.5.x MACH SCM: Versions 4.6 to 4.38.","CVE-2024-0400, CVE-2024-2097",8.9,High,"CWE-94, CWE-95",Energy,Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2024 ICS Advisory Project
