icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
1466,12/17/2020,12/18/2020,2020,ICSA-20-352-01,Emerson Rosemount X-STREAM,Emerson,Rosemount X-STREAM,The following versions of Emerson’s Rosemount X-STREAM gas analysis software are affected: X-STREAM enhanced XEGP – all revisions X-STREAM enhanced XEGK – all revisions X-STREAM enhanced XEFD – all revisions X-STREAM enhanced XEXF – all revisions.,CVE-2020-27254,7.5,High,CWE-287,Energy; Chemical,Worldwide,United States
1465,12/17/2020,No Updates,2020,ICSA-20-352-03,PTC Kepware LinkMaster,PTC Kepware ,LinkMaster,The following versions of PTC Kepware LinkMaster - a Windows application linking data between OPC servers are affected: Kepware LinkMaster Version 3.0.94.0 and prior.,CVE-2020-13535,9.3,Critical,CWE-276,Critical Manufacturing,Worldwide,United States
1464,12/15/2020,No Updates,2020,ICSA-20-308-01,WAGO Series 750-88x and 750-352 (Update A),WAGO,750-88x and 750-352,The firmware versions prior to FW11 of the following WAGO Series products are affected: 750-352 750-831/xxx-xxx 750-852 750-880/xxx-xxx 750-881 750-889; 750-331/xxx-xxx 750-829 750-882 750-885.,CVE-2020-12516,7.5,High,CWE-400,Commercial Facilities; Critical Manufacturing; Energy; Transportation,Worldwide,Germany
1463,12/10/2020,No Updates,2020,ICSMA-20-345-01,Medtronic MyCareLink Smart,Medtronic,MyCareLink Smart,The following versions of the Medtronic MyCareLink Smart Patient Reader are affected: Smart Model 25000 Patient Reader; all versions.,CVE-2020-25183; CVE-2020-25187; CVE-2020-27252,8.8,High,CWE-122; CWE-287; CWE-367,Healthcare and Public Health,Worldwide,Ireland
1462,12/10/2020,No Updates,2020,ICSA-20-345-01,Mitsubishi Electric MELSEC iQ-F Series,Mitsubishi Electric,MELSEC iQ-F Series,Mitsubishi Electric reports that the vulnerability affects the following MELSEC iQ-F series FX5U(C) CPU modules: FX5U(C) CPU module: firmware Version 1.060 or earlier.,CVE-2020-5665,7.4,High,CWE-703,Critical Manufacturing,Worldwide,Japan
1461,12/10/2020,No Updates,2020,ICSA-20-345-02,Host Engineering H2-ECOM100 Module,Host Engineering,Host Engineering H2-ECOM100 Module,The following versions of the Host Engineering ECOM100 Module - Ethernet communications module for PLC systems are affected: H0-ECOM100 Module: Hardware Versions 6x and prior with Firmware Versions 4.0.348 and prior Hardware Version 7x with Firmware Versions 4.1.113 and prior Hardware Version 9x with Firmware Versions 5.0.149 and prior H2-ECOM100 Module: Hardware Versions 5x and prior with Firmware Versions 4.0.2148 and prior Hardware Version 8x with Firmware Versions 5.0.1043 and prior H4-ECOM100 Module: Firmware Versions 4.0.2148 and prior NOTE: Products only vulnerable if web server is enabled which is disabled by default.,CVE-2020-25195,7.5,High,CWE-20,Critical Manufacturing,Worldwide,United States
1460,12/8/2020,No Updates,2020,ICSMA-20-343-01,GE Healthcare Imaging and Ultrasound Products,GE Healthcare,Imaging and Ultrasound Products,The following versions of GE imaging and ultrasound products are affected: Modality Product MR 3.0T Signa HDxt / 3.0T Signa HDx; versions HD 16; HD23 1.5T Brivo MR355 / Optima MR360; versions SV20.1; SV23.0 1.5T Signa HDx / 1.5T Signa HDx; Signa HDi / Signa VIBRANT; versions HD16; HD23 Ultrasound; General Imaging LOGIQ 5 [BT03]; LOGIQ 7 (BT03; BT04; BT06]; LOGIQ 9 [BT02; BT03; BT04; BT06] Ultrasound; Cardiovascular Vivid I [BT06]; Vivid 7 {BT02-BT06]; EchoPAC (Turnkey) [BT06]; Image Vault (Turnkey) [4.3] Ultrasound; Women’s Health Voluson 730 [BT05; BT08] Advanced Visualization AW 4.0 to AW 4.6; AWS2.0 to AW3.0 Affected versions of the following can be determined by visiting the GE Customer Portal Interventional Innova 2000; 3100; 4100; 2100-IQ; 3100-IQ; 4100-IQ; 212-IQ; 313-IQ Optima 320; CL320i; CL323i; CL320; 3100 Optima IGS 320; 330; Innova IGS 5x0; 6x0; 7x0 Advanced Visualization AW 4.0 to AW 4.6; AWS2.0 to AW3.0 X-Ray Brivo XR118; XR383; XR515; XR575; Definium 5000; 6000; 8000; AMX 700; Discovery XR650; XR656; XR656+; Optima XR640; XR646; XR220amx; XR200amx; Precision 500D; WDR1 Mammography Seno 200D; DS; Essential; Senographe Pristina Computed Tomography BrightSpeed Elite; Elite Select; Edge; Edge Select Brivo CT385 Discovery CT590RT; CT750HD LightSpeed VCT; Pro16; RT16 Optima Advance; CT520; CT540; CT660; CT580; CT580RT; CT580W; CT670; CT680 Quantum; Expert & Professional Revolution EVO; HD; ACT; ACTs; CT; Discovery CT; Frontier; Frontier ES Nuclear Medicine; PET/CT Brivo NM 615 Discovery NM 630; NM 750b; NM D530c; NM/CT D570c; NM/CT 670 Infinia Discovery NM830; NM/CT 860; NM/CT850; NM/CT 870; MI MI DR; IQ Optima NM/CT 640 Ventri Xeleris PET Discovery IQ; IQ upgrade PETrace 800.,CVE-2020-25175; CVE-2020-25179,9.8,Critical,CWE-497; CWE-523,Healthcare and Public Health,Worldwide,United States
1459,12/8/2020,12/9/2020,2020,ICSA-20-343-01,Multiple Embedded TCP/IP Stacks,Multiple (Open-source),Multiple Embedded TCP/IP Stacks,The following are affected: uIP-Contiki-OS (end-of-life [EOL]); Version 3.0 and prior uIP-Contiki-NG; Version 4.5 and prior uIP (EOL); Version 1.0 and prior open-iscsi; Version 2.1.12 and prior picoTCP-NG; Version 1.7.0 and prior picoTCP (EOL); Version 1.7.0 and prior FNET; Version 4.6.3 Nut/Net; Version 5.1 and prior.,CVE-2020-13984; CVE-2020-13985; CVE-2020-13986; CVE-2020-13987; CVE-2020-13988; CVE-2020-17437; CVE-2020-17438; CVE-2020-17439; CVE-2020-17440; CVE-2020-17441; CVE-2020-17442; CVE-2020-17443; CVE-2020-17444; CVE-2020-17445; CVE-2020-17467; CVE-2020-17468; CVE-2020-17469; CVE-2020-17470; CVE-2020-24334; CVE-2020-24335; CVE-2020-24336; CVE-2020-24337; CVE-2020-24338; CVE-2020-24339; CVE-2020-24340; CVE-2020-24341; CVE-2020-24383; CVE-2020-25107; CVE-2020-25108; CVE-2020-25109; CVE-2020-25110; CVE-2020-25111; CVE-2020-25112,9.8,Critical,CWE-20; CWE-170; CWE-190; CWE-835; CWE-125; CWE-787,Multiple Critical Sectors,Worldwide,Open-source
1458,12/8/2020,No Updates,2020,ICSA-20-343-03,Schneider Electric Easergy T300,Schneider Electric,Easergy T300,Schneider Electric reports this vulnerability affects the following firmware versions of the Easergy T300 products: Easergy T300 with firmware Versions 2.7 and prior.,CVE-2020-28215; CVE-2020-28216; CVE-2020-28217; CVE-2020-28218; CVE-2020-7561,10,Critical,CWE-1021; CWE-306; CWE-862; CWE-311,Commercial Facilities; Energy; Food and Agriculture; Government Facilities; Transportation; Water and Wastewater,Worldwide,France
1457,12/8/2020,No Updates,2020,ICSA-20-343-04,Schneider Electric Modicon M221 Programmable Logic Controller,Schneider Electric,Modicon M221 Programmable Logic Controller,Schneider Electric reports these vulnerabilities affect the following Modicon products: Modicon M221: All versions.,CVE-2020-28214; CVE-2020-7565; CVE-2020-7566; CVE-2020-7567; CVE-2020-7568,7.1,High,CWE-200; CWE-326; CWE-311; CWE-334; CWE-760,Commercial Facilities; Energy; Food and Agriculture; Government Facilities; Transportation; Water and Wastewater,Worldwide,France
