icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters,License
4603,2/10/2026,2/10/2026,2026,ICSA-26-041-01,Yokogawa FAST/TOOLS,Yokogawa,Yokogawa FAST/TOOLS,Yokogawa FAST/TOOLS: >=R9.01|<=R10.04,"CVE-2025-66594, CVE-2025-66595, CVE-2025-66597, CVE-2025-66598, CVE-2025-66599, CVE-2025-66600, CVE-2025-66601, CVE-2025-66602, CVE-2025-66603, CVE-2025-66604, CVE-2025-66605, CVE-2025-66606, CVE-2025-66607, CVE-2025-66608",8.2,High,"CWE-209, CWE-29, CWE-291, CWE-319, CWE-327, CWE-352, CWE-358, CWE-359, CWE-497, CWE-86",Critical Manufacturing; Energy; Food and Agriculture,Worldwide,Japan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4602,2/10/2026,2/10/2026,2026,ICSA-26-041-02,ZLAN Information Technology Co. ZLAN5143D,ZLAN Information Technology Co.,ZLAN Information Technology Co. ZLAN5143D,ZLAN Information Technology Co. ZLAN5143D: v1.600,"CVE-2026-25084, CVE-2026-24789",9.8,Critical,CWE-306,Critical Manufacturing,Worldwide,China,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4601,2/10/2026,2/10/2026,2026,ICSA-26-041-03,AVEVA PI Data Archive,AVEVA,AVEVA PI Data Archive,"AVEVA PI Data Archive PI Server: <=2018_SP3_Patch_7, AVEVA PI Data Archive PI Server: 2023, AVEVA PI Data Archive PI Server: 2023_Patch_1, AVEVA PI Data Archive PI Server: 2024",CVE-2026-1507,7.5,High,CWE-248,Critical Manufacturing,Worldwide,United Kingdom,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4600,2/10/2026,2/10/2026,2026,ICSA-26-041-04,AVEVA PI to CONNECT Agent,AVEVA,AVEVA PI to CONNECT Agent,AVEVA PI to CONNECT Agent: <=v2.4.2520,CVE-2026-1495,6.5,Medium,CWE-532,Critical Manufacturing,Worldwide,United Kingdom,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4599,2/10/2026,2/10/2026,2026,ICSMA-26-041-01,ZOLL ePCR IOS Mobile Application,ZOLL,ZOLL ePCR IOS Mobile Application,ZOLL ePCR IOS Mobile Application: 2.6.7,CVE-2025-12699,5.5,Medium,CWE-538,Healthcare and Public Health,Worldwide,United States,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4598,2/5/2026,2/5/2026,2026,ICSA-26-036-01,TP-Link Systems Inc. VIGI C330I IP Camera,TP-Link Systems Inc.,TP-Link Systems Inc. VIGI Series IP Camera,"TP-Link Systems Inc. VIGI Cx45 Series Models C345, C445: <=3.1.0_Build_250820_Rel.57668n, TP-Link Systems Inc. VIGI Cx55 Series Models C355, C455: <=3.1.0_Build_250820_Rel.58873n, TP-Link Systems Inc. VIGI Cx85 Series Models C385, C485: <=3.0.2_Build_250630_Rel.71279n, TP-Link Systems Inc. VIGI C340S Series: <=3.1.0_Build_250625_Rel.65381n, TP-Link Systems Inc. VIGI C540S Series Models C540S, EasyCam C540S: <=3.1.0_Build_250625_Rel.66601n, TP-Link Systems Inc. VIGI C540V Series: <=2.1.0_Build_250702_Rel.54300n, TP-Link Systems Inc. VIGI C250 Series: <=2.1.0_Build_250702_Rel.54301n, TP-Link Systems Inc. VIGI Cx50 Series Models C350, C450: <=2.1.0_Build_250702_Rel.54294n, TP-Link Systems Inc. VIGI Cx20I (1.0) Series Models C220I 1.0, C320I 1.0, C420I 1.0: <=2.1.0_Build_251014_Rel.58331n, TP-Link Systems Inc. VIGI Cx20I (1.20) Series Models C220I 1.20, C320I 1.20, C420I 1.20: <=2.1.0_Build_250701_Rel.44071n, TP-Link Systems Inc. VIGI Cx30I (1.0) Series Models C230I 1.0, C330I 1.0, C430I 1.0: <=2.1.0_Build_250701_Rel.45506n, TP-Link Systems Inc. VIGI Cx30I (1.20) Series Models C230I 1.20, C330I 1.20, C430I 1.20: <=2.1.0_Build_250701_Rel.44555n, TP-Link Systems Inc. VIGI Cx30 (1.0) Series Models C230 1.0, C330 1.0, C430 1.0: <=2.1.0_Build_250701_Rel.46796n, TP-Link Systems Inc. VIGI Cx30 (1.20) Series Models C230 1.20, C330 1.20, C430 1.20: <=2.1.0_Build_250701_Rel.46796n, TP-Link Systems Inc. VIGI Cx40I (1.0) Series Models C240I 1.0, C340I 1.0, C440I 1.0: <=2.1.0_Build_250701_Rel.46003n, TP-Link Systems Inc. VIGI Cx40I (1.20) Series Models C240I 1.20, C340I 1.20, C440I 1.20: <=2.1.0_Build_250701_Rel.45041n, TP-Link Systems Inc. VIGI C230I Mini Series: <=2.1.0_Build_250701_Rel.47570n, TP-Link Systems Inc. VIGI C240 1.0 Series: <=2.1.0_Build_250701_Rel.48425n, TP-Link Systems Inc. VIGI C340 2.0 Series: <=2.1.0_Build_250701_Rel.49304n, TP-Link Systems Inc. VIGI C440 2.0 Series: <=2.1.0_Build_250701_Rel.49778n, TP-Link Systems Inc. VIGI C540 2.0 Series: <=2.1.0_Build_250701_Rel.50397n, TP-Link Systems Inc. VIGI C540â€‘4G Series: <=2.2.0_Build_250826_Rel.56808n, TP-Link Systems Inc. VIGI Cx40â€‘W Series Models C340â€‘W 2.0/2.20, C440â€‘W 2.0, C540â€‘W 2.0: <=2.1.1_Build_250717, TP-Link Systems Inc. VIGI Cx20 Series Models C320, C420: <=2.1.0_Build_250701_Rel.39597n, TP-Link Systems Inc. VIGI InSight Sx45 Series Models S245, S345, S445: <=3.1.0_Build_250820_Rel.57668n, TP-Link Systems Inc. VIGI InSight Sx55 Series Models S355, S455: <=3.1.0_Build_250820_Rel.58873n, TP-Link Systems Inc. VIGI InSight Sx85 Series Models S285, S385: <=3.0.2_Build_250630_Rel.71279n, TP-Link Systems Inc. VIGI InSight Sx45ZI Series Models S245ZI, S345ZI, S445ZI: <=1.2.0_Build_250820_Rel.60930n, TP-Link Systems Inc. VIGI InSight Sx85PI Series Models S385PI, S485PI: <=1.2.0_Build_250827_Rel.66817n, TP-Link Systems Inc. VIGI InSight S655I Series: <=1.1.1_Build_250625_Rel.64224n, TP-Link Systems Inc. VIGI InSight S345â€‘4G Series: <=2.1.0_Build_250725_Rel.36867n, TP-Link Systems Inc. VIGI InSight Sx25 Series Models S225, S325, S425: <=1.1.0_Build_250630_Rel.39597n",CVE-2026-0629,8.8,High,CWE-287,Commercial Facilities,Worldwide,China,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4597,2/5/2026,2/5/2026,2026,ICSA-26-036-02,Mitsubishi Electric MELSEC iQ-R Series,Mitsubishi Electric,Mitsubishi Electric MELSEC iQ-R Series,Mitsubishi Electric MELSEC iQ-R Series R08/16/32/120PCPU firmware: <=48,CVE-2025-15080,9.4,Critical,CWE-1284,Critical Manufacturing,Worldwide,Japan,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4596,2/5/2026,2/5/2026,2026,ICSA-26-036-03,o6 Automation GmbH Open62541,o6 Automation GmbH,o6 Automation GmbH Open62541,o6 Automation GmbH Open62541: >=1.5-rc1|<1.5-rc2,CVE-2026-1301,5.7,Medium,CWE-787,Critical Manufacturing,Worldwide,Germany,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4595,2/5/2026,2/5/2026,2026,ICSA-26-036-04,Ilevia EVE X1 Server,Ilevia,Ilevia EVE X1 Server,Ilevia EVE X1: <=4.7.18.0,"CVE-2025-34185, CVE-2025-34184, CVE-2025-34183, CVE-2025-34186, CVE-2025-34187, CVE-2025-34517, CVE-2025-34518, CVE-2025-34512, CVE-2025-34513",9.8,Critical,"CWE-22, CWE-532, CWE-78, CWE-79",Critical Manufacturing,Worldwide,Italy,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
4594,2/5/2026,2/5/2026,2026,ICSA-26-036-05,Hitachi Energy XMC20,Hitachi Energy,Hitachi Energy XMC20,"XMC20 version R18, XMC20 version R17A and earlier",CVE-2024-3596,9,Critical,CWE-924,"Energy, Transportation Systems",Worldwide,Switzerland,Open Database License (ODbL) v1.0 - 2026 ICS Advisory Project
