icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
1229,12/19/2019,No Updates,2019,ICSMA-19-353-01,"Philips Veradius Unity, Pulsera, and Endura Dual WAN Routers",Philips,"Veradius Unity, Pulsera, and Endura Dual WAN Routers","Veradius Unity, Pulsera, and Endura Dual WAN Routers are affected: Veradius Unity (718132) with wireless option (shipped between 2016-August 2018) Veradius Unity (718132) with ViewForum option (shipped between 2016-August 2018) Pulsera (718095) and Endura (718075) with wireless option (shipped between 26-June-2017 through 07-August 2018) Pulsera (718095) and Endura (718075) with ViewForum option (shipped between 26-June-2017 through 07-August 2018)",CVE-2019-18263,5.3,Medium,CWE-326,Healthcare and Public Health,Worldwide,Netherlands
1228,12/19/2019,No Updates,2019,ICSA-19-353-01,Moxa EDS Ethernet Switches,Moxa,EDS Ethernet Switches,EDS-G508E Series: Firmware Version 6.0 and prior EDS-G512E Series: Firmware Version 6.0 and prior EDS-G516E Series: Firmware Version 6.0 and prior.,CVE-2019-19707,7.5,High,CWE-400,Critical Manufacturing; Energy; Water and Wastewater,Worldwide,Taiwan
1227,12/19/2019,No Updates,2019,ICSA-19-353-02,Equinox Control Expert,Equinox,Control Expert,"Control Expert, all current and older versions could be affected.",CVE-2019-18234,9.8,Critical,CWE-89,Multiple Critical Sectors,Argentina Uruguay,Argentina
1226,12/19/2019,No Updates,2019,ICSA-19-353-03,WECON PLC Editor,WECON,PLC Editor,"Version of PLC Editor, a ladder logic software, is reported to be affected: Version 1.3.5_20190129.",CVE-2019-18236,7.8,High,CWE-121,Critical Manufacturing; Energy; Water and Wastewater,Worldwide,China
1225,12/19/2019,No Updates,2019,ICSA-19-353-04,Reliable Controls MACH-ProWebCom/Sys,Reliable Controls,MACH-ProWebCom/Sys,MACH-ProWebSys: All versions prior to 2.15 (Firmware versions prior to 8.26.4) MACH-ProWebCom: All versions prior to 2.15 (Firmware versions prior to 8.26.4).,CVE-2019-18249,8.2,High,CWE-79,Commercial Facilities,Worldwide,Canada
1224,12/19/2019,No Updates,2019,ICSA-19-318-04,Omron CX-Supervisor (Update A),Omron,CX-Supervisor,Versions of both “Full Development” and “Runtime Only” packages of Omron’s SCADA and HMI package CX-Supervisor are affected: CX-Supervisor Versions 3.5 (12) and prior.,CVE-2019-18251,8.8,High,CWE-477,Energy,Worldwide,Japan
1223,12/19/2019,No Updates,2019,ICSA-19-290-01,AVEVA Vijeo Citect and Citect SCADA (Update A),"AVEVA, Schneider Electric",Vijeo Citect and Citect SCADA,Versions of the IEC870IP driver used in AVEVA’s Vijeo Citect and Citect SCADA and Schneider Electric’s Power SCADA Operation are affected: IEC870IP driver v4.14.02 and prior.,CVE-2019-13537,7.5,High,CWE-121,Energy,Worldwide,France
1222,12/17/2019,No Updates,2019,ICSA-19-351-01,GE S2020/S2020G Fast Switch 61850,GE,S2020/S2020G Fast Switch 61850,"GE S2020/S2020G Fast Switch 61850, a managed Ethernet switch version affected: Versions 07A03 and prior.",CVE-2019-18267,4.6,Medium,CWE-79,Critical Manufacturing; Energy; Transportation,Worldwide,United States
1221,12/12/2019,No Updates,2019,ICSA-19-346-01,Advantech DiagAnywhere Server,Advantech,DiagAnywhere Server,DiagAnywhere Server Versions 3.07.11 and prior.,CVE-2019-18257,9.8,Critical,CWE-121,Critical Manufacturing; Energy; Water and Wastewater,East Asia United States and Europe,Taiwan
1220,12/12/2019,4/18/2023,2019,ICSA-19-346-02,Omron PLC CJ and CS Series (Update B),Omron,PLC CJ and CS Series,"The following versions of Omron Programmable Logic Controllers are affected: Omron PLC CJ series, all versions Omron PLC CS series, all versions Omron PLC NX1P2 series, all versions.","CVE-2019-18259
CVE-2019-13533
CVE-2019-18269",8.6,High,"CWE-290
CWE-294
CWE-412",Critical Manufacturing,Worldwide,Japan
1219,12/12/2019,No Updates,2019,ICSA-19-346-03,"Omron PLC CJ, CS and NJ Series",Omron,"PLC CJ, CS and NJ Series","Omron PLC CS series, all versions Omron PLC CJ series, all versions Omron PLC NJ series, all versions",CVE-2019-18261,6.5,Medium,CWE-307,Critical Manufacturing,Worldwide,Japan
1218,12/12/2019,No Updates,2019,ICSMA-19-318-01,Philips IntelliBridge EC40/80 (Update A),Philips,IntelliBridge EC40/80,"IntelliBridge EC40 Hub, all versions IntelliBridge EC80 Hub, all versions.",CVE-2019-18241,6.3,Medium,CWE-326,Healthcare and Public Health,Worldwide,Netherlands
1217,12/12/2019,12/17/2019,2019,ICSA-19-106-03,PLC Cycle Time Influences (Update A),ABB,PLC Cycle Time Influences,ABB 1SAP120600R0071 PM554-TP-ETH,CVE-2019-10953,7.5,High,CWE-400,Chemical; Commercial Facilities; Critical Manufacturing; Dams; Energy; Food and Agriculture; Transportation; Water and Wastewater,Worldwide,Switzerland
1216,12/12/2019,12/17/2019,2019,ICSA-19-106-03,PLC Cycle Time Influences (Update A),PHOENIX CONTACT,PLC Cycle Time Influences,Phoenix Contact 2700974 ILC 151 ETH | Phoenix Contact ILC 191 ETH 2TX,CVE-2019-10953,7.5,High,CWE-400,Chemical; Commercial Facilities; Critical Manufacturing; Dams; Energy; Food and Agriculture; Transportation; Water and Wastewater,Worldwide,Germany
1215,12/12/2019,12/17/2019,2019,ICSA-19-106-03,PLC Cycle Time Influences (Update A),Schneider Electric,PLC Cycle Time Influences,Schneider Modicon M221,CVE-2019-10953,7.5,High,CWE-400,Chemical; Commercial Facilities; Critical Manufacturing; Dams; Energy; Food and Agriculture; Transportation; Water and Wastewater,Worldwide,France
1214,12/12/2019,12/17/2019,2019,ICSA-19-106-03,PLC Cycle Time Influences (Update A),Siemens,PLC Cycle Time Influences,Siemens 6ES7211-1AE40-0XB0 Simatic S7-1211 | Siemens 6ES7314-6EH04-0AB0 Simatic S7-314 | Siemens 6ED1052-1CC01-0BA8 Logo! 8,CVE-2019-10953,7.5,High,CWE-400,Chemical; Commercial Facilities; Critical Manufacturing; Dams; Energy; Food and Agriculture; Transportation; Water and Wastewater,Worldwide,Germany
1213,12/12/2019,12/17/2019,2019,ICSA-19-106-03,PLC Cycle Time Influences (Update A),WAGO,PLC Cycle Time Influences,WAGO 750-889 Controller KNX IP | WAGO 750-8100 Controller PFC100 | WAGO 750-880 Controller ETH | WAGO 750-831 Controller BACnet/IP,CVE-2019-10953,7.5,High,CWE-400,Chemical; Commercial Facilities; Critical Manufacturing; Dams; Energy; Food and Agriculture; Transportation; Water and Wastewater,Worldwide,Germany
1212,12/10/2019,No Updates,2019,ICSA-19-344-01,Siemens SCALANCE W700 and W1700,Siemens,SCALANCE W700 and W1700,"SCALANCE W700 and W1700, wireless communication devices, are affected: SCALANCE W700 Versions 6.3 and prior.",CVE-2018-14526,6.5,Medium,CWE-924,Chemical; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany
1211,12/10/2019,9/15/2022,2019,ICSA-19-344-03,Siemens RUGGEDCOM ROS (Update A),Siemens,RUGGEDCOM ROS,"--------- Begin Update A Part 1 of 2 ---------
The following versions of RUGGEDCOM ROS, an ethernet switch, are affected:
RUGGEDCOM ROS RMC8388: All versions with U-Boot prior to V2016.05RS09 (only affected by CVE-2018-18440)
RUGGEDCOM ROS RSG900C: All versions with U-Boot prior to V2016.05RS09 (only affected by CVE-2018-18440)
RUGGEDCOM ROS RSG900R: All versions with U-Boot prior to V2016.05RS09 (only affected by CVE-2018-18440)
RUGGEDCOM ROS RSG907R: All versions with U-Boot prior to V2016.05RS09 (only affected by CVE-2018-18440)
RUGGEDCOM ROS RSG908C: All versions with U-Boot prior to V2016.05RS09 (only affected by CVE-2018-18440)
RUGGEDCOM ROS RSG909R: All versions with U-Boot prior to V2016.05RS09 (only affected by CVE-2018-18440)
RUGGEDCOM ROS RSG910C: All versions with U-Boot prior to V2016.05RS09 (only affected by CVE-2018-18440)
RUGGEDCOM ROS RSG920P: Versions 2016.05RS09 and later (only affected by CVE-2019-13103)
RUGGEDCOM ROS RSG920P: All versions with U-Boot prior to V2016.05RS09
RUGGEDCOM ROS RSG2488: Versions 2016.05RS09 and later (only affected by CVE-2019-13103)
RUGGEDCOM ROS RSG2488: All versions with U-Boot prior to V2016.05RS09
RUGGEDCOM ROS RSL910: All versions with U-Boot prior to V2016.05RS09 (only affected by CVE-2018-18440)
RUGGEDCOM ROS RST2228: Versions 2016.05RS09 and later (only affected by CVE-2019-13103)
RUGGEDCOM ROS RST2228: All versions with U-Boot prior to V2016.05RS09
--------- End Update A Part 1 of 2 ---------.","CVE-2018-18440
CVE-2019-13103",7.8,High,"CWE-119
CWE-399",Energy; Healthcare and Public Health; Transportation,Worldwide,Germany
1210,12/10/2019,No Updates,2019,ICSA-19-344-05,Siemens XHQ Operations Intelligence,Siemens,XHQ Operations Intelligence,Siemens Operations Intelligence products: XHQ: All versions prior to v6.0.0.2.,CVE-2019-13930; CVE-2019-13931; CVE-2019-13932,8.8,High,CWE-352; CWE-20; CWE-80,Energy,Worldwide,Germany
