icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
1995,3/22/2022,No Updates,2022,ICSA-22-081-01,Delta Electronics DIAEnergie,Delta Electronics,DIAEnergie,"The following versions of DIAEnergie, an industrial energy management, are affected:DIAEnergie: All verions prior to 1.8.02.004 3.2.","CVE-2022-25347; CVE-2022-26839; CVE-2022-25980; CVE-2022-26069; CVE-2022-27175; CVE-2022-26338; CVE-2022-26059; CVE-2022-26065; CVE-2022-26013; CVE-2022-26836; CVE-2022-0923; CVE-2022-26666; CVE-2022-26887; CVE-2022-26349; CVE-2022-25880; CVE-2022-26514; CVE-2022-26667",9.8,Critical,"CWE-37; CWE-276; CWE-89",Critical Manufacturing,Worldwide,Taiwan
1994,3/15/2022,No Updates,2022,ICSA-22-074-01,ABB OPC Server for AC 800M,ABB,OPC Server for AC 800M,"The following versions of OPC Server, a run-time data reader, are affected: 800xA, Control Software for AC 800M: OPC Server for AC 800M: Versions 5.1.0-x, 5.1.1-x, 6.0.0-1 to 6.0.0-3 Control Builder Safe, 1.x and 2.0 including: OPC Server for AC 800M: Versions 5.1.1-1 and 6.0.0-1 Compact Product Suite – Control and I/O: OPC Server for AC 800M: Versions 5.1.0-x, 5.1.1-x, 6.0.0-x.",CVE-2021-22284,8.4,High,CWE-250,Multiple Critical Sectors,Worldwide,Switzerland
1993,3/15/2022,No Updates,2022,ICSA-22-067-01,"PTC Axeda agent and Axeda Desktop Server (Update B)",PTC,"Axeda agent, Axeda Desktop Server","The following versions of Axeda agent and Axeda Desktop Server, a remote asset connectivity software used as part of a cloud based IoT platform, are affected: Axeda agent: All versions Axeda Desktop Server for Windows: All versions. See the following links for more information on products that may be dependent on the affected Axeda agent and Axeda Desktop Server: Accuray: accuray.com/services/customer-resources; Agilent: community.agilent.com/resources/b/support-announcements/posts/remote-advisor-security-notification; BD: cybersecurity.bd.com/bulletins-and-patches/third-party-vulnerability-axeda-software-products; Bayer: radiologysolutions.bayer.com/information-technology-advisory; Begin Update B Part 1 of 1: Beckman Coulter: beckmancoulter.com/en/about-beckman-coulter/product-security,End Update B Part 1 of 1; Elekta: community.elekta.com (Login Required); General Electric: gehealthcare.com/security; Roche Diagnostics: diagnostics.roche.com/global/en/legal/product-security-advisory.html; Smiths Medical: smiths-medical.com/en-us/company-information/smiths-medical-cyber-security-updates; Varian: varian.com/resources-support/cybersecurity-varian","CVE-2022-25246; CVE-2022-25247; CVE-2022-25248; CVE-2022-25249; CVE-2022-25250; CVE-2022-25251; CVE-2022-25252",9.8,Critical,"CWE-798; CWE-306; CWE-200; CWE-22; CWE-703",Multiple Critical Sectors,Worldwide,United States
1992,3/10/2022,No Update,2022,ICSA-22-069-01,Siemens RUGGEDCOM Devices,Siemens,RUGGEDCOM Devices,"The following versions of RUGGEDCOM, a software platform, are affected: RUGGEDCOM ROS i800: All versions prior to v5.6.0;
RUGGEDCOM ROS i801: All versions prior to v5.6.0; RUGGEDCOM ROS i802: All versions prior to v5.6.0; RUGGEDCOM ROS i803: All versions prior to v5.6.0; RUGGEDCOM ROS M969: All versions prior to v5.6.0; RUGGEDCOM ROS M2100: All versions prior to v5.6.0; RUGGEDCOM ROS M2200: All versions prior to v5.6.0; RUGGEDCOM ROS RMC: All versions prior to v5.6.0; RUGGEDCOM ROS RMC20: All versions prior to v5.6.0; RUGGEDCOM ROS RMC30: All versions prior to v5.6.0; RUGGEDCOM ROS RMC40: All versions prior to v5.6.0; RUGGEDCOM ROS RMC41: All versions prior to v5.6.0; RUGGEDCOM ROS RMC8388: All versions prior to v5.6.0;
RUGGEDCOM ROS RP110: All versions prior to v5.6.0; RUGGEDCOM ROS RS400: All versions prior to v5.6.0; RUGGEDCOM ROS RS401: All versions prior to v5.6.0; RUGGEDCOM ROS RS416: All versions prior to v5.6.0; RUGGEDCOM ROS RS416v2: All versions prior to v5.6.0; RUGGEDCOM ROS RS900 (32M): All versions prior to v5.6.0; RUGGEDCOM ROS RS900G: All versions prior to v5.6.0; RUGGEDCOM ROS RS900G (32M): All versions prior to v5.6.0; RUGGEDCOM ROS RS900GP: All versions prior to v5.6.0; RUGGEDCOM ROS RS900L: All versions prior to v5.6.0; RUGGEDCOM ROS RS900L: All versions prior to v5.6.0; RUGGEDCOM ROS RS900W: All versions prior to v5.6.0; RUGGEDCOM ROS RS910: All versions prior to v5.6.0; RUGGEDCOM ROS RS910L: All versions prior to v5.6.0; RUGGEDCOM ROS RS910W: All versions prior to v5.6.0; RUGGEDCOM ROS RS920L: All versions prior to v5.6.0; RUGGEDCOM ROS RS920W: All versions prior to v5.6.0; RUGGEDCOM ROS RS930L: All versions prior to v5.6.0; RUGGEDCOM ROS RS930W: All versions prior to v5.6.0; RUGGEDCOM ROS RS940G: All versions prior to v5.6.0;RUGGEDCOM ROS RS969: All versions prior to v5.6.0; RUGGEDCOM ROS RS8000: All versions prior to v5.6.0; RUGGEDCOM ROS RS8000A: All versions prior to v5.6.0; RUGGEDCOM ROS RS8000H: All versions prior to v5.6.0; RUGGEDCOM ROS RS8000T: All versions prior to v5.6.0; RUGGEDCOM ROS RSG900: All versions prior to v5.6.0; RUGGEDCOM ROS RSG900C: All versions prior to v5.6.0; RUGGEDCOM ROS RSG900G: All versions prior to v5.6.0; RUGGEDCOM ROS RSG900R: All versions prior to v5.6.0; RUGGEDCOM ROS RSG907R: All versions prior to v5.6.0; RUGGEDCOM ROS RSG908C: All versions prior to v5.6.0; RUGGEDCOM ROS RSG909R: All versions prior to v5.6.0; RUGGEDCOM ROS RSG910C: All versions prior to v5.6.0; RUGGEDCOM ROS RSG920P: All versions prior to v5.6.0; RUGGEDCOM ROS RSG2100: All versions prior to v5.6.0; RUGGEDCOM ROS RSG2100 (32M): All versions prior to v5.6.0; RUGGEDCOM ROS RSG2100P: All versions prior to v5.6.0; RUGGEDCOM ROS RSG2100P (32M): All versions prior to v5.6.0; RUGGEDCOM ROS RSG2200: All versions prior to v5.6.0; RUGGEDCOM ROS RSG2288: All versions prior to v5.6.0; RUGGEDCOM ROS RSG2300: All versions prior to v5.6.0; RUGGEDCOM ROS RSG2300P: All versions prior to v5.6.0; RUGGEDCOM ROS RSG2488: All versions prior to v5.6.0; RUGGEDCOM ROS RSL910: All versions prior to v5.6.0; RUGGEDCOM ROS RST916C: All versions prior to v5.6.0; RUGGEDCOM ROS RST916P: All versions prior to v5.6.0; RUGGEDCOM ROS RST2228: All versions prior to v5.6.0.",CVE-2021-37209,5.3,Medium,CWE-311,Multiple Critical Sectors,Worldwide,Germany
1991,3/10/2022,No Update,2022,ICSA-22-069-02,Siemens SIMOTICS CONNECT 400,Siemens,SIMOTICS CONNECT 400,"The following versions of SIMOTICS CONNECT 400, a connectivity module, are affected: SIMOTICS CONNECT 400: All versions prior to v0.5.0.0; SIMOTICS CONNECT 400: All versions prior to v1.0.0.0; only affected by CVE-2021-31344, CVE-2021-31346, CVE-2021-31890.",CVE-2021-31344; CVE-2021-31346; CVE-2021-31889; CVE-2021-31890,8.2,High,CWE-843; CWE-1284; CWE-191; CWE-240,Energy,Worldwide,Germany
1990,3/10/2022,No Update,2022,ICSA-22-069-03,Siemens SINEC NMS,Siemens,SINEC NMS,"The following versions of Siemens SINEC NMS, a network management system, are affected: SINEC NMS: All versions.",CVE-2022-24281; CVE-2022-24282; CVE-2022-25311,7.3,High,CWE-89; CWE-502; CWE-269,Energy,Worldwide,Germany
1989,3/10/2022,No Update,2022,ICSA-22-069-04,Siemens SINEMA Mendix Forgot Password Appstore,Siemens,Mendix Forgot Password Appstore module,"The following versions of Mendix Forgot Password Appstore, a password management module, are affected: Mendix Forgot Password Appstore module: All versions after v3.3.0 and prior to v3.5.1; Mendix Forgot Password Appstore module (Mendix 7 compatible): All versions prior to v3.2.2 (only affected by CVE-2022-26314).",CVE-2022-26313; CVE-2022-26314,9.1,Critical,CWE-284; CWE-307,Multiple Critical Sectors,Worldwide,Germany
1988,3/10/2022,No Update,2022,ICSA-22-069-05,Siemens Simcenter STAR-CCM+ Viewer,Siemens,Simcenter STAR-CCM+ Viewer,"The following versions of Simcenter STAR-CCM+ Viewer, a computational fluid dynamics software, are affected: Simcenter STAR-CCM+ Viewer: All versions prior to 2022.1.",CVE-2022-24661,7.8,High,CWE-119,Critical Manufacturing,Worldwide,Germany
1987,3/10/2022,No Update,2022,ICSA-22-069-06,Siemens COMOS,Siemens,COMOS,"The following versions of Siemens COMOS, a unified platform for collaborative plan design, are affected: Siemens COMOS: All versions prior to v10.4.1.","CVE-2021-25173; CVE-2021-25174; CVE-2021-25175; CVE-2021-25176; CVE-2021-25177; CVE-2021-25178; CVE-2021-31784; CVE-2021-32936; CVE-2021-32938; CVE-2021-32940; CVE-2021-32944; CVE-2021-32946; CVE-2021-32948; CVE-2021-32950; CVE-2021-32952
",7.8,High,CWE-789; CWE-822; CWE-843; CWE-121; CWE-787; CWE-125; CWE-416; CWE-754; CWE-787,Multiple Critical Sectors,Worldwide,Germany
1986,3/10/2022,No Update,2022,ICSA-22-069-07,Siemens Climatix POL909,Siemens,Climatix POL909 (AWB and AWM modules),"The following versions of Climatix POL909 (AWM and AWB modules), advanced web modules, are affected: Climatix POL909 (AWM module): All versions prior to v11.34; Climatix POL909 (AWB module): All versions prior to v11.34.",CVE-2021-41541; CVE-2021-41542; CVE-2021-41543,6.5,Medium,CWE-79; CWE-284,Critical Manufacturing,Worldwide,Germany
