icsad_ID,Original_Release_Date,Last_Updated,Year,ICS-CERT_Number,ICS-CERT_Advisory_Title,Vendor,Product,Products_Affected,CVE_Number,Cumulative_CVSS,CVSS_Severity,CWE_Number,Critical_Infrastructure_Sector,Product_Distribution,Company_Headquarters
1023,12/20/2018,No Updates,2018,ICSA-18-354-01,Horner Automation Cscape,Horner Automation,Cscape,The following versions of Cscape - Control System Application programming software are affected: Cscape Version 9.80.75.3 SP3 and prior.,CVE-2018-19005,6.6,Medium,CWE-20,Critical Manufacturing,Worldwide,United States
1022,12/20/2018,No Updates,2018,ICSA-18-354-02,Schneider Electric EcoStruxure,Schneider Electric,EcoStruxure,The following versions of EcoStruxure - IoT-enabled architecture and platform are affected: EcoStruxure Power Monitoring Expert (PME) Version 8.2 (all editions) | EcoStruxure Energy Expert 1.3 (formerly Power Manager) | EcoStruxure Power SCADA Operation (PSO) 8.2 Advanced Reports and Dashboards Module | EcoStruxure Power Monitoring Expert (PME) Version 9.0 | EcoStruxure Energy Expert Version 2.0 andEcoStruxure Power SCADA Operation (PSO) 9.0 Advanced Reports and Dashboards Module.,CVE-2018-7797,7.4,High,CWE-601,Commercial Facilities; Energy; Food and Agriculture; Government Facilities; Transportation; Water and Wastewater,Worldwide,France
1021,12/20/2018,No Updates,2018,ICSA-18-331-02,Rockwell Automation FactoryTalk Services Platform,Rockwell Automation,FactoryTalk Services Platform,The following versions of FactoryTalk Services Platform - services-oriented architecture platform are affected: FactoryTalk Services Platform | v2.90 and earlier.,CVE-2018-18981,7.5,High,CWE-122,Food and Agriculture; Transportation; Water and Wastewater,Worldwide,United States
1020,12/18/2018,No Updates,2018,ICSA-18-352-01,ABB GATE-E2,ABB,GATE-E2,The following versions of the Gateway Ethernet devices used in Pluto Safety PLC systems are affected: GATE-E1 (EOL 2013) andGATE-E2 (EOL OCT 2018).,CVE-2018-18995; CVE-2018-18997,9.8,Critical,CWE-79; CWE-306,Critical Manufacturing,Worldwide,Switzerland
1019,12/18/2018,No Updates,2018,ICSA-18-352-02,Advantech WebAccess/SCADA,Advantech,WebAccess/SCADA,The following versions of WebAccess/SCADA - SCADA software platform are affected: WebAccess/SCADA Version 8.,CVE-2018-18999,7.3,High,CWE-20,Critical Manufacturing; Energy; Water and Wastewater,Taiwan United States Asia East Asia Europe,Taiwan
1018,12/18/2018,No Updates,2018,ICSA-18-352-03,3S-Smart Software Solutions GmbH CODESYS Control V3 Products,3S-Smart Software Solutions GmbH,CODESYS Control V3 Products,3S-Smart Software Solutions GmbH reports the vulnerability affects all variants of CODESYS Control V3 products containing the CmpSecureChannel or CmpUserMgr components prior to Version 3.5.14.0 of the following products - regardless of the CPU type or operating system: Control for BeagleBone | CODESYS Control for BeagleBone | CODESYS Control for emPC-A/iMX6 | CODESYS Control for IOT2000 | CODESYS Control for Linux | CODESYS Control for PFC100 | CODESYS Control for PFC200 | CODESYS Control for Raspberry Pi | CODESYS Control RTE V3 | CODESYS Control RTE V3 (for Beckhoff CX) | CODESYS Control Win V3 (also part of the CODESYS setup) | CODESYS V3 Simulation Runtime (part of the CODESYS Development System) | CODESYS Control V3 Runtime System Toolkit and CODESYS HMI V3.,CVE-2018-10612,9.8,Critical,CWE-284,Critical Manufacturing; Energy,Worldwide,Germany
1017,12/18/2018,No Updates,2018,ICSA-18-352-04,3S-Smart Software Solutions GmbH CODESYS V3 Products,3S-Smart Software Solutions GmbH,CODESYS V3 Products,3S-Smart Software Solutions GmbH reports these vulnerabilities affect the following CODESYS V3 products: CODESYS Control for BeagleBone | CODESYS Control for emPC-A/iMX6 | CODESYS Control for IOT2000 | CODESYS Control for Linux | CODESYS Control for PFC100 | CODESYS Control for PFC200 | CODESYS Control for Raspberry Pi | CODESYS Control RTE V3 | CODESYS Control RTE V3 (for Beckhoff CX) | CODESYS Control Win V3 (also part of the CODESYS Development System setup) | CODESYS Control V3 Runtime System Toolkit | CODESYS V3 Embedded Target Visu Toolkit | CODESYS V3 Remote Target Visu Toolkit | CODESYS V3 Safety SIL2 | CODESYS Gateway V3 | CODESYS HMI V3 | CODESYS OPC Server V3 | CODESYS PLC Handler SDK | CODESYS V3 Development System andCODESYS V3 Simulation Runtime (part of the CODESYS Development System).,CVE-2018-20025; CVE-2018-20026,9.4,Critical,CWE-923; CWE-330,Critical Manufacturing,Worldwide,Germany
1016,12/18/2018,9/25/2020,2018,ICSA-18-352-05,Siemens TIM 1531 IRC Modules,Siemens,TIM 1531 IRC Modules,The following versions of TIM 1531 IRC - communication module for SIMATIC S7-1500 | S7-400 and S7-300 with SINAUT ST7 are affected: TIM 1531 IRC all versions prior to 2.0.,CVE-2018-13816,10,Critical,CWE-306,Chemical; Critical Manufacturing; Energy; Food and Agriculture; Water and Wastewater,Worldwide,Germany
1015,12/18/2018,No Updates,2018,ICSA-18-352-06,ABB CMS-770,ABB,CMS-770,The following versions of CMS-770 from ABB and Busch-Jaeger brands are affected: CMS-770: Software Versions 1.7.1 and prior.,CVE-2018-17928,8.8,High,CWE-287,Multiple Critical Sectors,Worldwide,Switzerland
1014,12/18/2018,No Updates,2018,ICSA-18-352-07,ABB M2M ETHERNET,ABB,M2M ETHERNET,The following versions of M2M ETHERNET - network analyzer are affected: M2M ETHERNET: FW Versions 2.22 and prior | ETH-FW Versions 1.01 and prior.,CVE-2018-17926,6.3,Medium,CWE-287,Multiple Critical Sectors,Worldwide,Switzerland
1013,12/13/2018,5/13/2020,2018,ICSMA-18-347-01,"Medtronic 9790, 2090 CareLink, and 29901 Encore Programmers",Medtronic,"9790, 2090 CareLink, and 29901 Encore Programmers",The following versions of Medtronic CareLink and Encore Programmers | devices used by trained personnel at hospitals and clinics to program and manage Medtronic cardiac devices are affected: CareLink 9790 Programmer | all versions | CareLink 2090 Programmer | all versions and 29901 Encore Programmer | all versions.,CVE-2018-18984,4.6,Medium,CWE-311,Healthcare and Public Health,Worldwide,Ireland
1012,12/13/2018,No Updates,2018,ICSA-18-347-01,Schneider Electric GUIcon Eurotherm,Schneider Electric,GUIcon Eurotherm,The following product is affected: Eurotherm by Schneider Electric GUIcon Version 2.0 (Gold Build 683.0).,CVE-2018-7813; CVE-2018-7815; CVE-2018-7814,7.8,High,CWE-843; CWE-121,Critical Manufacturing,Worldwide,France
1011,12/13/2018,2/12/2019,2018,ICSA-18-347-02,Siemens EN100 Ethernet Communication Module and SIPROTEC 5 Relays (Update A),Siemens,EN100 Ethernet Communication Module and SIPROTEC 5 Relays,Siemens reports the vulnerabilities affect the following versions of the EN100 Ethernet Communication Module and SIPROTEC 5 relays: Firmware variant IEC 61850 for EN100 Ethernet module: All versions prior to v4.33 | Firmware variant PROFINET IO for EN100 Ethernet module: All versions | Firmware variant Modbus TCP for EN100 Ethernet module: All versions | Firmware variant DNP3 TCP for EN100 Ethernet module: All versions | Firmware variant IEC104 for EN100 Ethernet module: All versions prior to v1.22 | Firmware variant IEC104 for EN100 Ethernet module: All versions | SIPROTEC 5 relays with CPU variants CP300 and CP100 and the respective Ethernet communication modules: All versions prior to v7.80 | SIPROTEC 5 relays with CPU variants CP200 and the respective Ethernet communication modules: All versions prior to v7.58 | Some products are only affected by one of the two vulnerabilities. Please see Siemens advisory SSA-635129 for additional details.,CVE-2018-11451; CVE-2018-11452,7.5,High,CWE-20,Energy,Worldwide,Germany
1010,12/13/2018,No Updates,2018,ICSA-18-347-03,Geutebrück GmbH E2 Series IP Cameras,Geutebrück,GmbH E2 Series IP Cameras,Geutebrück reports the vulnerability affect the following IP cameras: E2 series cameras running firmware versions prior to 1.12.0.25.,CVE-2018-19007,7.2,High,CWE-78,Commercial Facilities; Energy; Financial Services; Healthcare and Public Health,Australia Germany United States Europe,Germany
1009,12/13/2018,No Updates,2018,ICSA-18-347-04,"GE Mark VIe, EX2100e, EX2100e_Reg, and LS2100e",GE,"Mark VIe, EX2100e, EX2100e_Reg, and LS2100e",The following versions of the Mark Vie - distributed control system and associated products are affected: Mark VIe Versions 03.03.28C to 05.02.04C | EX2100e All versions prior to v04.09.00C | EX2100e_Reg All versions prior to v04.09.00C and LS2100e All versions prior to v04.09.00C.,CVE-2018-19003,7.4,High,CWE-22,Energy,Worldwide,United States
